"date","zone","tow.id","tow.number","valid","longitude","latitude","longitude.start.logbook","longitude.end.logbook","latitude.start.logbook","latitude.end.logbook","start.time","end.time","start.time.logbook","end.time.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment","haul.time","touchdown.time","liftoff.time"
"2019-07-16","12","GP261F",5,1,6153189,4802599,6153327,6153043,4802608,4802592,"09:43:26","","09:43:28","09:48:30",34,0,100,2603,"model",1,NA,"Stable ~ 2.2 kts","9:51:44","9:43:22","9:49:15"
"2019-07-16","12","GP257F",6,1,6154752,4759095,6154861,6154628,4759138,4759050,"10:41:55","","10:42:05","10:47:07",32,0,100,2802,"model",0,NA,"Stable ~ 2.2 kts","10:50:19","10:41:56","10:48:30"
"2019-07-16","12","GP278F",7,1,6140182,4757082,6140307,6140054,4757117,4757050,"12:12:55","","12:12:55","12:17:57",31,0.1,100,2383,"model",0,NA,"Stable ~ 2.2 kts","12:20:53","12:12:31","12:19:31"
"2019-07-16","12","GP287F",8,1,6133272,4801761,6133396,6133144,4801796,4801727,"13:31:25","","13:31:25","13:36:26",33,0,100,3244,"model",0,NA,"Accroche et force ~ 2.1 kts","13:39:33","13:31:23","13:38:14"
"2019-07-16","12","GP290F",9,1,6127572,4802523,6127694,6127432,4802502,4802545,"14:20:34","","14:20:51","14:25:53",38,-0.1,125,2627,"model",1,NA,"Stable ~ 2.1 kts","14:29:51","14:20:40","14:28:11"
"2019-07-16","12","GP303F",10,1,6122726,4757284,6122780,6122663,4757363,4757199,"15:27:15","","15:27:27","15:32:26",33,0.1,100,2844,"model",1,NA,"Stable ~ 2.1 kts","15:35:42","15:27:18","15:34:04"
"2019-07-16","12","GP300F",11,1,6122621,4754303,6122629,6122609,4754392,4754204,"16:09:40","","16:09:59","16:14:59",29,0.4,75,2246,"model",0,NA,"Stable ~ 2.1 kts","16:17:30","16:09:44","16:15:25"
"2019-07-16","12","GP281F",12,1,6144472,4753701,6144334,6144603,4753682,4753719,"18:20:24","","18:20:22","18:25:21",33,0.2,100,2605,"model",0,NA,"Stable ~ 2.1 kts","18:28:39","18:20:15","18:26:32"
"2019-07-16","12","GP258F",13,1,6154498,4751886,6154367,6154629,4751910,4751862,"19:32:37","","19:32:37","19:37:38",30,0.5,100,2926,"model",1,NA,"Stable ~ 2.1 kts","19:40:52","19:31:58","19:38:56"
"2019-07-16","12","GP247F",14,1,6159097,4752048,6159228,6158959,4752045,4752052,"20:24:48","","20:24:48","20:29:49",29,0.5,75,2615,"model",1,NA,"Stable ~ 2.1 kts","20:32:29","20:24:42","20:31:22"
"2019-07-17","12","GP223F",1,1,6211146,4750348,6211240,6211040,4750296,4750408,"05:29:08","","05:29:26","05:34:28",33,0.4,100,2952,"model",1,NA,"Stable ~ 2.1 kts","5:37:28","5:29:11","5:36:05"
"2019-07-17","12","GP216F",2,1,6222777,4745590,6222891,6222660,4745543,4745638,"07:10:11","","07:10:11","07:15:14",34,-0.1,100,2811,"model",1,NA,"Stable ~ 2.1 kts","7:18:12","7:05:10","7:12:05"
"2019-07-17","12","GP195F",3,1,6235049,4745279,6235140,6234954,4745212,4745347,"08:43:28","","08:43:25","08:48:31",36,0,100,2685,"model",1,NA,"Stable ~ 2.1 kts","8:51:42","8:43:21","8:50:06"
"2019-07-17","12","GP205F",4,1,6227935,4736009,6228007,6227875,4735927,4736080,"10:29:14","","10:28:47","10:33:49",41,-0.1,125,2834,"model",0,NA,"Stable ~ 2.1 kts","10:37:47","10:29:08","10:35:52"
"2019-07-17","12","GP213F",5,1,6223234,4737897,6223310,6223151,4737870,4737973,"11:26:57","","11:27:10","11:32:14",30,0,100,3162,"model",0,NA,"Stable ~ 2.1 kts","11:35:19","11:26:52","11:33:49"
"2019-07-17","12","GP228F",6,1,6212603,4743555,6212691,6212517,4743484,4743627,"12:51:35","","12:51:35","12:56:35",31,0.1,100,3198,"model",0,NA,"Stable ~ 2.1 kts","13:00:09","12:51:21","12:58:29"
"2019-07-17","12","GP242F",7,1,6157616,4742434,6157686,6157544,4742359,4742507,"14:33:14","","14:33:14","14:38:16",22,1.4,75,2520,"model",0,NA,"Force ~ 2.1 kts","14:40:58","14:32:50","14:39:56"
"2019-07-17","12","GP253F",8,1,6156229,4741921,6156302,6156151,4741849,4741996,"15:19:53","","15:19:53","15:24:55",22,1.7,75,2581,"model",0,NA,"Stable ~ 2.1 kts","15:27:39","15:19:29","15:26:27"
"2019-07-17","12","GP239F",9,0,NA,NA,6200060,6204973,4739655,4739737,"","","16:40:34","16:43:44",22,NA,75,NA,"",0,NA,"Accroche avant 5 minutes - accroche et force ~ 2.2 kts","16:46:24","        ","        "
"2019-07-17","12","GP239A1",10,1,6159064,4740483,6159153,6158970,4740416,4740549,"18:07:42","","18:07:42","18:12:42",20,1.5,50,2476,"model",0,NA,"Stable ~ 2.1 kts","18:14:27","18:07:34","18:13:03"
"2019-07-17","12","GP224F",11,1,6213044,4739146,6213114,6212956,4739080,4739224,"19:49:45","","19:50:14","19:55:11",29,0.1,75,2708,"model",0,NA,"Stable ~ 2.1 kts","19:57:42","19:49:47","19:56:12"
"2019-07-18","12","GP222F",1,1,6216761,4733507,6216835,6216688,4733580,4733432,"05:29:21","","05:29:21","05:34:23",31,0,100,2799,"model",0,NA,"Stable ~ 2.1 kts","5:38:00","5:28:35","5:36:09"
"2019-07-18","12","GP211F",2,1,6223640,4730432,6223699,6223582,4730512,4730353,"06:50:01","","06:50:01","06:55:02",32,-0.1,100,2813,"model",0,NA,"Stable ~ 2.2 kts","6:58:35","6:49:48","6:56:11"
"2019-07-18","12","GP194F",3,1,6234800,4729332,6234877,6234724,4729412,4729250,"08:21:10","","08:21:10","08:26:09",37,-0.1,100,3067,"model",0,NA,"Stable ~ 2.2 kts","8:29:31","8:20:53","8:27:13"
"2019-07-18","12","GP186F",4,1,6239495,4729203,6239563,6239422,4729278,4729128,"09:21:06","","09:21:06","09:26:07",33,0.1,100,2734,"model",0,NA,"Stable ~ 2.1 kts","9:29:19","9:20:53","9:27:44"
"2019-07-18","12","GP182F",5,1,6240873,4726514,6240953,6240791,4726585,4726445,"10:12:56","","10:12:56","10:17:57",34,0.2,100,2784,"model",0,NA,"Stable ~ 2.1 kts","10:21:00","10:12:48","10:19:16"
"2019-07-18","12","GP199F",6,1,6230946,4725732,6231091,6230852,4725784,4725702,"11:25:49","","11:24:46","11:29:47",37,-0.2,100,2360,"model",0,NA,"Stable ~ 2.2 kts","11:33:05","11:26:00","11:31:06"
"2019-07-18","12","GP219F",7,1,6221743,4723110,6221857,6221627,4723149,4723071,"12:35:01","","12:35:01","12:40:02",29,-0.1,75,2477,"model",0,NA,"Stable ~ 2.1 kts","12:42:28","12:34:53","12:40:47"
"2019-07-18","12","GP212F",8,1,6226962,4719130,6227085,6226835,4719166,4719096,"13:45:08","","13:45:08","13:50:12",33,-0.1,100,3004,"model",0,NA,"Stable ~ 2.1 kts","13:53:17","13:45:00","13:51:16"
"2019-07-18","12","GP196F",9,1,6234172,4716706,6234301,6234035,4716727,4716688,"15:11:50","","15:11:49","15:16:50",35,-0.1,100,2881,"model",0,NA,"Accroche et force ~ 2.2 kts","15:20:06","15:11:39","15:18:13"
"2019-07-25","12","GP159F",1,1,6250275,4650113,6250259,6250290,4650197,4650029,"05:38:21","","05:38:21","05:43:23",33,0.2,100,2803,"average",0,NA,"Stable ~ 2.2 kts","5:46:43","5:37:55","5:44:47"
"2019-07-25","12","GP184F",2,0,NA,NA,6240521,6240576,4648426,4648257,"","","07:29:17","07:34:20",33,NA,100,NA,"",0,NA,"Chalut dechire (poche et belly) - stable ~ 2.1 kts","7:37:41","        ","        "
"2019-07-25","12","GP184A1",3,0,NA,NA,6241896,6241942,4653124,4652953,"","","08:47:22","08:52:23",31,NA,100,NA,"",0,NA,"Chalut dechire (aile et poche) - stable ~ 2.1 kts","8:56:16","        ","        "
"2019-07-25","12","GP184A2",4,0,NA,NA,6240782,6240788,4650363,4650187,"","","09:42:25","09:47:26",32,NA,100,NA,"",0,NA,"Chalut dechire (belly) - accroche et force ~ 2.2 kts","9:50:54","        ","        "
"2019-07-25","12","GP184A3",5,1,6241644,4649240,6241641,6241648,4649327,4649154,"10:41:28","","10:41:28","10:46:29",31,0.2,100,2436,"model",0,NA,"Stable ~ 2.1 kts","10:49:40","10:41:12","10:47:49"
"2019-07-25","12","GP202F",6,0,NA,NA,6236080,6236096,4650299,4650123,"","","12:05:04","12:10:05",33,NA,100,NA,"",0,NA,"Chalut dechire (poche) - accrochages ~ 2.1 kts","12:13:41","        ","        "
"2019-07-25","12","GP202A1",7,0,NA,NA,6231825,6231881,4647970,4647801,"","","13:06:46","13:11:45",33,NA,100,NA,"",0,NA,"Chalut dechire (poche et belly) - accrochages ~ 2.1 kts","13:15:24","        ","        "
"2019-07-25","12","GP202A2",8,1,6235995,4649847,6235973,6236018,4649929,4649757,"14:07:26","","14:07:40","14:12:41",33,0.2,100,2672,"average",0,NA,"Accrochages ~ 2.1 kts","14:16:04","14:07:23","14:13:47"
"2019-07-25","12","GP198F",9,0,NA,NA,6230022,6230115,4653572,4653407,"","","15:25:50","15:30:51",34,NA,100,NA,"",0,NA,"Chalut dechire (belly) - accrochages ~ 2.1 kts","15:34:31","        ","        "
"2019-07-25","12","GP198A1",10,1,6235194,4657908,6235152,6235243,4657991,4657824,"16:47:38","","16:47:43","16:52:44",34,0.1,100,2151,"model",1,NA,"Accrochages ~ 2.1 kts","16:56:45","16:47:36","16:53:55"
"2019-07-25","12","GP206F",11,1,6226078,4652763,6226135,6226020,4652680,4652848,"18:35:29","","18:35:33","18:40:38",35,0.1,100,2872,"model",0,NA,"Stable ~ 2.2 kts","18:44:08","18:35:20","18:41:22"
"2019-07-25","12","GP233F",12,1,6212832,4648752,6212956,6212706,4648779,4648725,"20:21:35","","20:21:35","20:26:36",37,0.2,100,2543,"model",1,NA,"Accrochages ~ 2.1 kts","20:30:36","20:21:27","20:28:27"
"2019-07-26","12","GP220F",1,1,6218039,4644061,6218152,6217921,4644021,4644102,"05:35:13","","05:35:15","05:40:17",35,0.7,100,2528,"model",0,NA,"Stable ~ 2.1 kts","5:44:08","5:35:06","5:41:48"
"2019-07-26","12","GP226F",2,1,6212634,4642311,6212759,6212518,4642350,4642274,"06:59:22","","06:59:10","07:04:10",39,0.5,125,2266,"model",0,NA,"Accroche et force ~ 2.2 kts","7:07:50","6:59:13","7:04:42"
"2019-07-26","12","GP240F",3,0,NA,NA,6205218,6205060,4633792,4633649,"","","08:38:27","08:43:31",24,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","8:46:08","        ","        "
"2019-07-26","12","GP240A1",4,0,NA,NA,6201841,6201566,4635462,4635474,"","","09:48:55","09:53:55",27,NA,75,NA,"",0,NA,"Chalut dechire (aile et poche) - accroche et force ~ 2.2 kts","9:56:39","        ","        "
"2019-07-26","12","GP240A2",5,1,6157810,4637361,6157822,6157798,4637448,4637268,"11:05:52","","11:06:00","11:11:02",33,1.1,100,2634,"model",1,NA,"Stable ~ 2.1 kts","11:14:36","11:05:50","11:12:29"
"2019-07-26","12","GP234F",6,1,6214473,4635116,6214589,6214336,4635104,4635130,"13:09:08","","13:09:31","13:14:32",26,1.7,75,2456,"model",0,NA,"Stable ~ 2.1 kts","13:17:28","13:09:05","13:15:48"
"2019-07-26","12","GP214F",7,1,6222507,4638355,6222408,6222618,4638307,4638404,"14:24:48","","14:24:48","14:29:50",32,1.1,100,2793,"model",0,NA,"Stable ~ 2.1 kts","14:33:36","14:24:07","14:31:51"
"2019-07-26","12","GP192F",8,1,6232202,4636836,6232076,6232332,4636852,4636816,"15:38:39","","15:38:47","15:43:46",26,1.8,75,2444,"model",0,NA,"Stable ~ 2.1 kts","15:46:23","15:38:35","15:44:46"
"2019-07-26","12","GP197F",9,1,6234568,4639725,6234468,6234671,4639670,4639784,"16:36:13","","16:36:10","16:41:11",29,1.1,75,2423,"model",0,NA,"Stable ~ 2.1 kts","16:44:04","16:36:04","16:42:50"
"2019-07-26","12","GP189F",10,0,NA,NA,6237788,6237915,4636812,4636657,"","","17:26:50","17:31:52",26,NA,75,NA,"",0,NA,"Chalut dechire (aile et poche) - accroche et force ~ 2.1 kts","17:34:14","        ","        "
"2019-07-26","12","GP189A1",11,1,6240840,4634653,6240748,6240939,4634715,4634587,"18:21:06","","18:21:22","18:26:22",25,1.7,75,2884,"model",0,NA,"Accroche et force ~ 2.2 kts","18:29:00","18:21:06","18:27:55"
"2019-07-26","12","GP162F",12,1,6250696,4636232,6250575,6250819,4636202,4636263,"19:37:43","","19:37:46","19:42:46",27,1.1,75,2653,"model",0,NA,"Accrochages ~ 2.1 kts","19:45:26","19:37:36","19:44:13"
"2019-07-26","12","GP174F",13,1,6247295,4639780,6247385,6247187,4639722,4639836,"20:29:23","","20:29:30","20:34:31",27,0.8,75,2618,"model",0,NA,"Accrochages ~ 2.1 kts","20:37:22","20:29:19","20:35:56"
"2019-07-27","12","GP170F",1,1,6252713,4642315,6252800,6252626,4642247,4642382,"06:28:36","","06:28:36","06:33:38",30,0.4,100,2973,"model",0,NA,"Stable ~ 2.1 kts","6:37:22","6:28:21","6:34:45"
"2019-07-27","12","GP154F",2,1,6304080,4636060,6304182,6303976,4636006,4636117,"08:19:56","","08:20:01","08:25:05",25,1.2,75,2371,"model",0,NA,"Stable ~ 2.1 kts","8:27:54","8:19:54","8:26:22"
"2019-07-27","12","GP133F",3,1,6310090,4637250,6310174,6309992,4637186,4637306,"09:25:10","","09:25:10","09:30:11",23,1.6,75,2405,"model",0,NA,"Stable ~ 2.1 kts","9:33:03","9:24:51","9:32:05"
"2019-07-27","12","GP141F",4,1,6307212,4640471,6307269,6307121,4640401,4640546,"10:20:56","","10:21:24","10:26:28",25,0.5,75,2472,"model",0,NA,"Stable ~ 2.1 kts","10:29:01","10:20:58","10:27:37"
"2019-07-27","12","GP128F",5,0,NA,NA,6314300,6314042,4644275,4644245,"","","11:41:42","11:46:43",25,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accrochages ~ 2.1 kts","11:49:14","        ","        "
"2019-07-27","12","GP128A1",6,0,NA,NA,6316153,6315906,4639633,4639596,"","","12:45:22","12:50:24",24,NA,75,NA,"",0,NA,"Chalut dechire (poche) - accroche et force ~ 2.1 kts","12:53:15","        ","        "
"2019-07-27","12","GP128A2",7,1,6316691,4645461,6316819,6316560,4645435,4645488,"14:05:07","","14:05:07","14:10:07",24,1.6,75,2772,"model",1,NA,"Accroche et force ~ 2.2 kts","14:12:35","14:05:00","14:11:25"
"2019-07-27","12","GP094F",8,1,6329800,4647113,6329877,6329721,4647037,4647187,"15:54:27","","15:54:27","15:59:26",22,1.8,75,2756,"model",0,NA,"Stable ~ 2.1 kts","16:02:16","15:54:15","16:01:15"
"2019-07-27","12","GP099F",9,1,6325331,4647507,6325418,6325239,4647436,4647570,"16:46:06","","16:46:06","16:51:07",24,1.8,75,2448,"model",1,NA,"Stable ~ 2.2 kts","16:53:54","16:45:54","16:52:46"
"2019-07-27","12","GP123F",10,1,6317133,4649607,6317252,6317010,4649572,4649632,"17:48:08","","17:48:08","17:53:09",27,1,75,2441,"model",1,NA,"Stable ~ 2.1 kts","17:55:59","17:47:57","17:54:25"
"2019-07-27","12","GP147F",11,1,6301214,4652954,6301320,6301106,4652903,4653006,"19:30:04","","19:30:06","19:35:07",33,0.2,100,3301,"model",1,NA,"Stable ~ 2.1 kts","19:38:52","19:29:57","19:36:40"
"2019-07-27","12","GP149F",12,1,6301032,4655538,6301124,6300935,4655478,4655596,"20:15:30","","20:15:30","20:20:32",33,0.1,100,3132,"model",0,NA,"Stable ~ 2.1 kts","20:24:00","20:15:24","20:22:03"
"2019-07-28","12","GP158F",1,1,6254915,4656416,6255038,6254784,4656390,4656428,"05:52:01","","05:52:01","05:57:02",33,0,100,2876,"model",1,NA,"Stable ~ 2.1 kts","6:00:27","5:51:45","5:58:11"
"2019-07-28","12","GP176F",2,1,6246235,4659241,6246308,6246152,4659170,4659304,"07:20:45","","07:20:45","07:25:47",35,-0.1,100,2853,"model",0,NA,"Stable ~ 2.1 kts","7:29:51","7:20:25","7:27:49"
"2019-07-28","12","GP179F",3,1,6241278,4700762,6241358,6241189,4700703,4700830,"08:44:53","","08:45:11","08:50:05",36,0,100,3041,"model",1,NA,"Stable ~ 2.1 kts","8:54:06","8:44:56","8:51:17"
"2019-07-28","12","GP163F",4,1,6252620,4705793,6252719,6252518,4705731,4705852,"10:25:59","","10:25:59","10:31:06",32,0,100,2852,"model",1,NA,"Stable ~ 2.1 kts","10:34:38","10:25:39","10:32:52"
"2019-07-28","12","GP150F",5,0,NA,NA,6258736,6258703,4703134,4703154,"","","11:39:58","11:41:04",30,NA,100,NA,"",0,NA,"Accroche avant 5 minutes - accrochages~ 2.0 kts","11:43:32","        ","        "
"2019-07-28","12","GP150A1",6,0,NA,NA,6302170,6301943,4703238,4703351,"","","12:37:56","12:42:57",29,NA,75,NA,"",0,NA,"Chalut dechire (poche) - accroche et force ~ 2.2 kts","12:45:45","        ","        "
"2019-07-28","12","GP150A2",7,1,6305738,4705483,6305844,6305627,4705423,4705534,"13:43:41","","13:43:41","13:48:36",33,0.3,100,2964,"model",1,NA,"Accroche et force ~ 2.2 kts","13:52:20","13:43:35","13:50:23"
