"tow.id","date","time","tow.number","species","sampler","crab.number","carapace.width","chela.height","abdomen.width","sex","shell.condition","missing.legs","comment","maturity"
"GP323F","2023-07-10","16:37:53",5,2527,"Murray McWilliams",6,46.39,NA,NA,2,"1","****1*1**1","",""
"GP323F","2023-07-10","16:38:15",5,2527,"Murray McWilliams",7,49.24,NA,NA,2,"1","**********","",""
"GP323F","2023-07-10","16:38:30",5,2527,"Murray McWilliams",8,47.32,NA,NA,2,"1","*1********","",""
"GP323F","2023-07-10","16:38:47",5,2527,"Murray McWilliams",9,41.09,NA,NA,2,"1","**********","",""
"GP323F","2023-07-10","16:39:14",5,2527,"Murray McWilliams",10,42.71,NA,NA,2,"1","**********","",""
"GP323F","2023-07-10","16:39:22",5,2527,"Murray McWilliams",11,40.75,NA,NA,2,"1","****1*****","",""
"GP323F","2023-07-10","16:39:33",5,2527,"Murray McWilliams",12,44.64,NA,NA,2,"1","**********","",""
"GP323F","2023-07-10","16:40:02",5,2527,"Murray McWilliams",13,17.37,NA,NA,1,"1","********1*","",""
"GP328F","2023-07-10","18:43:28",6,2521,"Murray McWilliams",1,20.33,NA,NA,1,"1","**********","",""
"GP328F","2023-07-10","18:44:32",6,2521,"Murray McWilliams",2,19.02,NA,NA,1,"1","**********","",""
"GP328F","2023-07-10","18:44:37",6,2521,"Murray McWilliams",3,40.55,8.57,NA,1,"1","**********","",""
"GP328F","2023-07-10","18:44:51",6,2521,"Murray McWilliams",4,50.59,13.67,NA,1,"1","**1*******","",""
"GP310F","2023-07-10","21:00:25",7,2521,"Murray McWilliams",1,28.03,NA,NA,1,"1","**********","",""
"GP310F","2023-07-10","21:00:45",7,2527,"Murray McWilliams",2,23.01,NA,8.33,2,"1","**********","imm 8.33","immature"
"GP310F","2023-07-10","21:01:24",7,2527,"Murray McWilliams",3,71.48,19.95,NA,1,"1","**********","",""
"GP310F","2023-07-10","21:01:41",7,2527,"Murray McWilliams",4,77.14,20.36,NA,1,"1","****1*1***","",""
"GP308F","2023-07-12","17:07:55",1,2521,"Yves Larocque",1,49.89,NA,NA,2,"1","1****1****","",""
"GP308F","2023-07-12","17:08:53",1,2527,"Yves Larocque",2,81.44,24.98,NA,1,"1","*1********","",""
"GP314F","2023-07-12","17:52:23",2,2527,"Yves Larocque",1,9.63,NA,3.7,2,"1","**********","3.70 imm","immature"
"GP314F","2023-07-12","17:54:02",2,2527,"Yves Larocque",2,78.38,22.47,NA,1,"1","******1***","",""
"GP325F","2023-07-13","05:49:46",1,2527,"Murray McWilliams",1,21.51,NA,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:52:14",1,2521,"Murray McWilliams",2,21.67,NA,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:52:23",1,2521,"Murray McWilliams",3,23.61,NA,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:52:36",1,2521,"Murray McWilliams",4,27.84,NA,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:52:43",1,2521,"Murray McWilliams",5,20.01,NA,NA,1,"1","**2*******","",""
"GP325F","2023-07-13","05:52:52",1,2521,"Murray McWilliams",6,30.53,NA,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:52:59",1,2521,"Murray McWilliams",7,44.2,11.5,NA,1,"1","**********","",""
"GP325F","2023-07-13","05:53:23",1,2521,"Murray McWilliams",8,60.42,17.24,NA,1,"1","1111******","",""
"GP325F","2023-07-13","05:53:40",1,2521,"Murray McWilliams",9,49.12,13.89,NA,1,"1","**1*11****","",""
"GP325F","2023-07-13","05:53:57",1,2521,"Murray McWilliams",10,21.93,NA,9.07,2,"1","*2********","9.07 imm","immature"
"GP325F","2023-07-13","05:54:27",1,2521,"Murray McWilliams",11,19.12,NA,7.56,2,"1","**********","7.56 imm","immature"
"GP325F","2023-07-13","05:54:43",1,2521,"Murray McWilliams",12,30.48,NA,17.13,2,"1","*1*****1**","17.13 imm","immature"
"GP325F","2023-07-13","05:55:00",1,2521,"Murray McWilliams",13,35.19,NA,NA,2,"1","**********","",""
"GP335F","2023-07-13","06:46:33",2,2521,"Murray McWilliams",1,27.6,NA,NA,1,"1","**********","",""
"GP335F","2023-07-13","06:46:49",2,2521,"Murray McWilliams",2,46.76,NA,NA,2,"1","*********1","",""
"GP344F","2023-07-13","08:13:20",3,2521,"Murray McWilliams",1,24.91,NA,10.81,2,"1","**********","10.81 imm","immature"
"GP341F","2023-07-13","09:11:19",4,2527,"Murray McWilliams",1,7.77,NA,2.12,2,"1","**********","2.12 imm","immature"
"GP341F","2023-07-13","09:12:09",4,2521,"Murray McWilliams",2,17.26,NA,6.96,2,"1","**********","6.96 imm","immature"
"GP331F","2023-07-13","10:55:38",5,2521,"Murray McWilliams",1,60.67,17.05,NA,1,"1","******1***","",""
"GP331F","2023-07-13","10:56:01",5,2521,"Murray McWilliams",2,40.92,NA,NA,2,"1","****1*1**1","",""
"GP326F","2023-07-13","11:37:52",6,2521,"Murray McWilliams",1,22.15,NA,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:40:16",7,2527,"Murray McWilliams",1,28.4,NA,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:40:53",7,2527,"Murray McWilliams",2,77.11,23.02,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:41:04",7,2527,"Murray McWilliams",3,34.65,NA,17.83,2,"1","**111*****","17.83 imm","immature"
"GP315F","2023-07-13","12:41:28",7,2527,"Murray McWilliams",4,32.57,NA,14.59,2,"1","****1*****","14.59 imm","immature"
"GP315F","2023-07-13","12:41:45",7,2527,"Murray McWilliams",5,34.56,NA,15.63,2,"1","**********","15.63 imm","immature"
"GP315F","2023-07-13","12:42:09",7,2521,"Murray McWilliams",6,71.83,20.8,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:43:15",7,2521,"Murray McWilliams",7,67.37,22.31,NA,1,"1","**1*******","",""
"GP315F","2023-07-13","12:43:27",7,2521,"Murray McWilliams",8,67.76,17.75,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:43:39",7,2521,"Murray McWilliams",9,79.04,22.2,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:43:57",7,2521,"Murray McWilliams",10,64.18,19.12,NA,1,"1","**1*******","",""
"GP315F","2023-07-13","12:44:06",7,2521,"Murray McWilliams",11,31.89,NA,NA,1,"1","**1*******","",""
"GP315F","2023-07-13","12:44:17",7,2521,"Murray McWilliams",12,59.57,18,NA,1,"1","*1********","",""
"GP315F","2023-07-13","12:44:27",7,2521,"Murray McWilliams",13,71.41,21.34,NA,1,"1","***1**11**","",""
"GP315F","2023-07-13","12:44:41",7,2521,"Murray McWilliams",14,37.17,NA,NA,1,"1","**********","",""
"GP315F","2023-07-13","12:44:49",7,2521,"Murray McWilliams",15,65.87,19.11,NA,1,"1","********1*","",""
"GP315F","2023-07-13","12:45:08",7,2521,"Murray McWilliams",16,32.02,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:45:33",7,2521,"Murray McWilliams",17,34.64,NA,NA,2,"1","****1*****","",""
"GP315F","2023-07-13","12:45:44",7,2521,"Murray McWilliams",18,40.88,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:45:55",7,2521,"Murray McWilliams",19,34.84,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:04",7,2521,"Murray McWilliams",20,32.84,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:13",7,2521,"Murray McWilliams",21,37.96,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:26",7,2521,"Murray McWilliams",22,40.35,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:34",7,2521,"Murray McWilliams",23,41.84,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:43",7,2521,"Murray McWilliams",24,41.51,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:46:54",7,2521,"Murray McWilliams",25,32.4,NA,NA,2,"1","*1********","",""
"GP315F","2023-07-13","12:47:04",7,2521,"Murray McWilliams",26,32.32,NA,NA,2,"1","********1*","",""
"GP315F","2023-07-13","12:47:17",7,2521,"Murray McWilliams",27,38.19,NA,NA,2,"1","******1***","",""
"GP315F","2023-07-13","12:47:27",7,2521,"Murray McWilliams",28,35.76,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:47:38",7,2521,"Murray McWilliams",29,38.39,NA,NA,2,"1","**1*******","",""
"GP315F","2023-07-13","12:47:50",7,2521,"Murray McWilliams",30,42.67,NA,NA,2,"1","*11*******","",""
"GP315F","2023-07-13","12:48:02",7,2521,"Murray McWilliams",31,32.97,NA,NA,2,"1","*******1**","",""
"GP315F","2023-07-13","12:48:19",7,2521,"Murray McWilliams",32,36.18,NA,NA,2,"1","***1****11","",""
"GP315F","2023-07-13","12:48:33",7,2521,"Murray McWilliams",33,32.99,NA,NA,2,"1","**********","",""
"GP315F","2023-07-13","12:48:51",7,2521,"Murray McWilliams",34,42.12,NA,NA,2,"1","**1*1*1***","",""
"GP313F","2023-07-13","19:03:40",8,2521,"Murray McWilliams",1,31.45,NA,14.47,2,"1","*22*****22","14.47 imm","immature"
"GP313F","2023-07-13","19:04:18",8,2527,"Murray McWilliams",2,34.01,NA,14.7,2,"1","**********","14.70 imm","immature"
"GP303F","2023-07-14","06:42:56",1,2521,"Yves Larocque",1,67.06,20.14,NA,1,"1","******1***","",""
"GP303F","2023-07-14","06:43:25",1,2521,"Yves Larocque",2,70.08,21.4,NA,1,"1","***1******","",""
"GP303F","2023-07-14","06:43:40",1,2521,"Yves Larocque",3,61.65,16.92,NA,1,"1","**********","",""
"GP303F","2023-07-14","06:43:50",1,2521,"Yves Larocque",4,65.54,18.46,NA,1,"1","**********","",""
"GP303F","2023-07-14","06:44:01",1,2521,"Yves Larocque",5,61.03,16.58,NA,1,"1","******1***","",""
"GP303F","2023-07-14","06:44:11",1,2521,"Yves Larocque",6,62.92,18.6,NA,1,"1","**********","",""
"GP303F","2023-07-14","06:44:24",1,2521,"Yves Larocque",7,66.33,17.86,NA,1,"1","1**1******","",""
"GP303F","2023-07-14","06:44:38",1,2521,"Yves Larocque",8,57.6,14.95,NA,1,"1","1*********","",""
"GP303F","2023-07-14","06:44:53",1,2521,"Yves Larocque",9,74.64,22.41,NA,1,"1","*1********","",""
"GP303F","2023-07-14","06:45:17",1,2527,"Yves Larocque",10,75.71,20.94,NA,1,"1","**********","",""
"GP303F","2023-07-14","06:45:31",1,2527,"Yves Larocque",11,75.29,22.74,NA,1,"1","**********","",""
"GP303F","2023-07-14","06:45:42",1,2527,"Yves Larocque",12,54.82,14.38,NA,1,"1","*12**1****","",""
"GP287F","2023-07-14","07:31:11",2,2521,"Yves Larocque",1,64.47,19.21,NA,1,"1","11********","",""
"GP287F","2023-07-14","07:31:35",2,2521,"Yves Larocque",2,13.72,NA,NA,1,"1","**********","",""
"GP287F","2023-07-14","07:31:49",2,2521,"Yves Larocque",3,15.95,NA,6.47,2,"1","**********","6.47 imm","immature"
"GP290F","2023-07-14","08:25:40",3,2527,"Yves Larocque",1,19.6,NA,NA,1,"1","**********","",""
"GP290F","2023-07-14","08:27:10",3,2521,"Yves Larocque",2,64.31,19.66,NA,1,"1","**********","",""
"GP290F","2023-07-14","08:27:26",3,2521,"Yves Larocque",3,65.68,17.43,NA,1,"1","1*********","",""
"GP290F","2023-07-14","08:27:37",3,2521,"Yves Larocque",4,16.22,NA,6.85,2,"1","**********","6.85 imm","immature"
"GP290F","2023-07-14","08:28:04",3,2521,"Yves Larocque",5,16.52,NA,7.77,2,"1","*1*1******","7.77 imm","immature"
"GP290F","2023-07-14","08:28:34",3,2521,"Yves Larocque",6,38.34,NA,NA,2,"1","*********1","Abdomen Manquante",""
"GP207F","2023-07-15","12:43:37",1,2521,"Murray McWilliams",1,67.99,18.43,NA,1,"1","**********","",""
"GP207F","2023-07-15","12:43:51",1,2521,"Murray McWilliams",2,62.05,19.15,NA,1,"1","**********","",""
"GP207F","2023-07-15","12:44:00",1,2521,"Murray McWilliams",3,71.75,22.95,NA,1,"1","**********","",""
"GP207F","2023-07-15","12:44:15",1,2521,"Murray McWilliams",4,36.16,NA,NA,2,"1","1********1","",""
"GP207F","2023-07-15","12:44:31",1,2521,"Murray McWilliams",5,39.96,NA,NA,2,"1","*1*****1**","",""
"GP208F","2023-07-15","14:16:36",2,2521,"Murray McWilliams",1,14.85,NA,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:55:12",1,2527,"Murray McWilliams",1,63.62,19.67,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:55:44",1,2527,"Murray McWilliams",2,83.23,24.69,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:55:55",1,2527,"Murray McWilliams",3,74.51,23.75,NA,1,"1","*********1","",""
"GP038F","2023-07-17","11:56:09",1,2527,"Murray McWilliams",4,60.38,14.69,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:56:18",1,2527,"Murray McWilliams",5,63.24,15.8,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:56:28",1,2527,"Murray McWilliams",6,62.79,17.75,NA,1,"1","****1***11","",""
"GP038F","2023-07-17","11:56:51",1,2527,"Murray McWilliams",7,47.17,10.81,NA,1,"1","**********","",""
"GP038F","2023-07-17","11:57:04",1,2527,"Murray McWilliams",8,74.86,21.52,NA,1,"1","****1*****","",""
"GP038F","2023-07-17","11:57:15",1,2521,"Murray McWilliams",9,68.75,20.04,NA,1,"1","1*********","",""
"GP038F","2023-07-17","11:57:36",1,2521,"Murray McWilliams",10,41.13,NA,NA,2,"1","**********","",""
"GP038F","2023-07-17","11:57:56",1,2521,"Murray McWilliams",11,43.04,NA,NA,2,"1","*1*******1","",""
"GP035FR1","2023-07-17","13:40:43",2,2521,"Murray McWilliams",1,55.67,13.41,NA,1,"1","**********","",""
"GP035FR1","2023-07-17","13:41:02",2,2521,"Murray McWilliams",2,55.79,13.63,NA,1,"1","**********","",""
"GP035FR1","2023-07-17","13:41:14",2,2521,"Murray McWilliams",3,69.7,22.28,NA,1,"1","**********","",""
"GP035FR1","2023-07-17","13:41:25",2,2521,"Murray McWilliams",4,17.18,NA,7.65,2,"1","**********","7.65 imm","immature"
"GP078F","2023-07-18","07:25:28",1,2521,"Murray McWilliams",1,21.45,NA,NA,1,"1","**********","",""
"GP096F","2023-07-18","11:52:24",2,2521,"Yves Larocque",1,12.63,NA,6.05,2,"1","**********","6.05 imm","immature"
"GP115F","2023-07-18","16:10:26",3,2521,"Yves Larocque",1,75.56,21.5,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:10:45",3,2521,"Yves Larocque",2,59.5,16.6,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:10:55",3,2521,"Yves Larocque",3,59.58,16.37,NA,1,"1","****1*****","",""
"GP115F","2023-07-18","16:11:05",3,2521,"Yves Larocque",4,60.3,16.82,NA,1,"1","***1****1*","",""
"GP115F","2023-07-18","16:11:17",3,2521,"Yves Larocque",5,61.94,18.05,NA,1,"1","******1***","",""
"GP115F","2023-07-18","16:11:30",3,2521,"Yves Larocque",6,64.6,19.29,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:11:39",3,2521,"Yves Larocque",7,25.39,NA,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:11:54",3,2521,"Yves Larocque",8,28.54,NA,NA,1,"1","***2******","",""
"GP115F","2023-07-18","16:12:06",3,2521,"Yves Larocque",9,27.3,NA,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:12:13",3,2521,"Yves Larocque",10,29.13,NA,NA,1,"1","**********","",""
"GP115F","2023-07-18","16:12:21",3,2521,"Yves Larocque",11,32,NA,NA,1,"1","******2***","",""
"GP115F","2023-07-18","16:12:30",3,2521,"Yves Larocque",12,36.19,NA,NA,2,"1","**********","",""
"GP115F","2023-07-18","16:12:57",3,2521,"Yves Larocque",13,37.9,NA,NA,2,"1","**********","",""
"GP115F","2023-07-18","16:13:12",3,2521,"Yves Larocque",14,34.64,NA,NA,2,"1","********1*","",""
"GP115F","2023-07-18","16:13:31",3,2521,"Yves Larocque",15,36.59,NA,NA,2,"1","****1*****","",""
"GP115F","2023-07-18","16:13:45",3,2521,"Yves Larocque",16,42.04,NA,NA,2,"1","******2***","",""
"GP115F","2023-07-18","16:13:56",3,2521,"Yves Larocque",17,28.63,NA,NA,2,"1","**********","",""
"GP115F","2023-07-18","16:14:06",3,2521,"Yves Larocque",18,28.69,NA,NA,2,"1","**********","",""
"GP115F","2023-07-18","16:14:18",3,2527,"Yves Larocque",19,63.52,18.4,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:25:34",4,2527,"Yves Larocque",1,62.58,18.56,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:25:54",4,2521,"Yves Larocque",2,43.14,10.21,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:26:05",4,2521,"Yves Larocque",3,58.52,16.48,NA,1,"1","******1***","",""
"GP130F","2023-07-18","17:26:17",4,2521,"Yves Larocque",4,48.27,13.08,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:26:29",4,2521,"Yves Larocque",5,59.89,17.53,NA,1,"1","*1*****1**","",""
"GP130F","2023-07-18","17:26:41",4,2521,"Yves Larocque",6,37.17,NA,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:26:48",4,2521,"Yves Larocque",7,35.48,NA,NA,1,"1","**2***2***","",""
"GP130F","2023-07-18","17:26:59",4,2521,"Yves Larocque",8,37.86,NA,NA,1,"1","1*******1*","",""
"GP130F","2023-07-18","17:27:08",4,2521,"Yves Larocque",9,32.12,NA,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:27:15",4,2521,"Yves Larocque",10,30.71,NA,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:27:22",4,2521,"Yves Larocque",11,40.55,9.47,NA,1,"1","1***1*****","",""
"GP130F","2023-07-18","17:27:36",4,2521,"Yves Larocque",12,25.57,NA,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:27:45",4,2521,"Yves Larocque",13,33.6,NA,NA,1,"1","******11**","",""
"GP130F","2023-07-18","17:27:52",4,2521,"Yves Larocque",14,40.05,9.61,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:28:03",4,2521,"Yves Larocque",15,34.99,NA,NA,1,"1","**********","",""
"GP130F","2023-07-18","17:28:16",4,2521,"Yves Larocque",16,33.11,NA,NA,1,"1","1*********","",""
"GP130F","2023-07-18","17:28:28",4,2521,"Yves Larocque",17,42.21,NA,NA,2,"1","**********","",""
"GP130F","2023-07-18","17:28:46",4,2521,"Yves Larocque",18,38.02,NA,NA,2,"1","**********","",""
"GP130F","2023-07-18","17:29:02",4,2521,"Yves Larocque",19,34.36,NA,NA,2,"1","******1***","",""
"GP130F","2023-07-18","17:29:18",4,2521,"Yves Larocque",20,36.5,NA,NA,2,"1","*********1","",""
"GP130F","2023-07-18","17:29:27",4,2521,"Yves Larocque",21,42.73,NA,NA,2,"1","**********","",""
"GP130F","2023-07-18","17:29:39",4,2521,"Yves Larocque",22,40.53,NA,NA,2,"1","**********","",""
"GP130F","2023-07-18","17:29:48",4,2521,"Yves Larocque",23,37.86,NA,NA,2,"1","**********","",""
"GP130F","2023-07-18","17:30:01",4,2521,"Yves Larocque",24,39.09,NA,NA,2,"1","1*********","",""
"GP130F","2023-07-18","17:30:15",4,2521,"Yves Larocque",25,36.2,NA,NA,2,"1","****1*****","",""
"GP130F","2023-07-18","17:30:27",4,2521,"Yves Larocque",26,23.02,NA,10.11,2,"1","**********","10.11 imm","immature"
"GP138F","2023-07-18","18:48:30",5,2521,"Yves Larocque",1,28.82,NA,NA,1,"1","**********","",""
"GP138F","2023-07-18","18:48:43",5,2521,"Yves Larocque",2,67,18.95,NA,1,"1","****1*****","",""
"GP138F","2023-07-18","18:48:57",5,2521,"Yves Larocque",3,31.32,NA,16.33,2,"1","********11","16.33 imm","immature"
"GP153F","2023-07-19","05:49:07",1,2521,"Murray McWilliams",1,47.64,NA,NA,2,"1","**********","",""
"GP180F","2023-07-19","08:12:12",2,2521,"Murray McWilliams",1,20.53,NA,NA,1,"1","**********","",""
"GP180F","2023-07-19","08:12:35",2,2521,"Murray McWilliams",2,13.73,NA,NA,1,"1","**********","",""
"GP180F","2023-07-19","08:12:42",2,2521,"Murray McWilliams",3,33.14,NA,NA,2,"1","**********","",""
"GP201F","2023-07-19","09:55:26",3,2521,"Murray McWilliams",1,28.24,NA,14.89,2,"1","**********","14.89 imm","immature"
"GP200F","2023-07-19","11:24:13",4,2521,"Murray McWilliams",1,54.91,15.69,NA,1,"1","*****1****","",""
"GP200F","2023-07-19","11:24:33",4,2521,"Murray McWilliams",2,27,NA,14.11,2,"1","**********","14.11 imm","immature"
"GP217F","2023-07-19","12:04:45",5,2521,"Murray McWilliams",1,13.22,NA,NA,1,"1","**********","",""
"GP217F","2023-07-19","12:05:19",5,2521,"Murray McWilliams",2,11.81,NA,3.85,2,"1","**********","3.85 imm","immature"
"GP217F","2023-07-19","12:05:33",5,2521,"Murray McWilliams",3,11.78,NA,3.61,2,"1","**********","3.61 imm","immature"
"GP217F","2023-07-19","12:06:15",5,2521,"Murray McWilliams",4,10.93,NA,3.46,2,"1","**********","3.46 imm","immature"
"GP265F","2023-07-24","17:56:20",1,2521,"Yves Larocque",1,18.27,NA,9.12,2,"1","**********","9.12 imm","immature"
"GP265F","2023-07-24","17:57:29",1,2521,"Yves Larocque",2,11.71,NA,NA,1,"1","**********","",""
"GP265F","2023-07-24","18:00:26",1,2521,"Yves Larocque",3,11.38,NA,4.27,2,"1","**********","4.27 imm","immature"
"GP234FR1","2023-07-24","20:02:49",2,2521,"Yves Larocque",1,34.72,NA,NA,1,"1","**********","",""
"GP234FR1","2023-07-24","20:03:20",2,2527,"Yves Larocque",2,81.54,24.09,NA,1,"1","**********","",""
"GP234FR1","2023-07-24","20:03:31",2,2527,"Yves Larocque",3,73.04,21.02,NA,1,"1","**********","",""
"GP234FR1","2023-07-24","20:03:42",2,2527,"Yves Larocque",4,29.22,NA,NA,1,"1","**********","",""
"GP214F","2023-07-24","21:29:11",3,2521,"Yves Larocque",1,70.06,17.79,NA,1,"1","**********","",""
"GP214F","2023-07-24","21:29:28",3,2521,"Yves Larocque",2,63.18,19.15,NA,1,"1","*****1****","",""
"GP214F","2023-07-24","21:29:41",3,2521,"Yves Larocque",3,63.21,18.73,NA,1,"1","**********","",""
"GP214F","2023-07-24","21:29:48",3,2521,"Yves Larocque",4,27.77,NA,13.89,2,"1","**********","13.89 imm","immature"
"GP214F","2023-07-24","21:30:11",3,2527,"Yves Larocque",5,75.32,21.16,NA,1,"1","*1******1*","",""
"GP220F","2023-07-25","09:49:08",1,2521,"Murray McWilliams",1,70.26,18.96,NA,1,"1","**********","",""
"GP220F","2023-07-25","09:49:27",1,2521,"Murray McWilliams",2,69.59,20.07,NA,1,"1","1*1*******","",""
"GP220F","2023-07-25","09:49:41",1,2521,"Murray McWilliams",3,54.2,12.99,NA,1,"1","**********","",""
"GP220F","2023-07-25","09:49:49",1,2521,"Murray McWilliams",4,70.12,21.45,NA,1,"1","*******1**","",""
"GP220F","2023-07-25","09:49:58",1,2521,"Murray McWilliams",5,69.82,20.7,NA,1,"1","****11****","",""
"GP220F","2023-07-25","09:50:08",1,2521,"Murray McWilliams",6,51.45,12,NA,1,"1","**********","",""
"GP220F","2023-07-25","09:50:17",1,2521,"Murray McWilliams",7,60.18,NA,NA,1,"1","1****1****","Manque pinces",""
"GP220F","2023-07-25","09:51:02",1,2521,"Murray McWilliams",8,58.39,18.85,NA,1,"1","**********","",""
"GP220F","2023-07-25","09:51:16",1,2521,"Murray McWilliams",9,26.8,NA,NA,1,"1","**********","",""
"GP220F","2023-07-25","09:51:27",1,2521,"Murray McWilliams",10,26.47,NA,11.3,2,"1","**********","11.30 imm","immature"
"GP220F","2023-07-25","09:51:47",1,2521,"Murray McWilliams",11,30.86,NA,16.01,2,"1","**********","16.01 imm","immature"
"GP220F","2023-07-25","09:51:57",1,2521,"Murray McWilliams",12,33.11,NA,16.48,2,"1","**********","16.48 imm","immature"
"GP220F","2023-07-25","09:52:22",1,2521,"Murray McWilliams",13,35.7,NA,17.67,2,"1","*11*******","17.67 imm","immature"
"GP220F","2023-07-25","09:52:44",1,2521,"Murray McWilliams",14,25.13,NA,12.69,2,"1","**********","12.69 imm","immature"
"GP220F","2023-07-25","09:53:03",1,2521,"Murray McWilliams",15,18.89,NA,8.8,2,"1","**********","8.80 imm","immature"
"GP220F","2023-07-25","09:53:17",1,2527,"Murray McWilliams",16,63.21,18.55,NA,1,"1","******1***","",""
"GP220F","2023-07-25","09:53:33",1,2527,"Murray McWilliams",17,81.45,24.32,NA,1,"1","**1******1","",""
"GP220F","2023-07-25","09:53:58",1,2527,"Murray McWilliams",18,83.54,23.66,NA,1,"1","**********","",""
"GP233F","2023-07-25","10:58:55",2,2521,"Murray McWilliams",1,69.28,19.73,NA,1,"1","*********1","",""
"GP233F","2023-07-25","10:59:26",2,2521,"Murray McWilliams",2,45.25,12.18,NA,1,"1","**11******","",""
