date,tow.id,probe,location,position,event,time
2015-07-26,GP223F,Star Oddi DST-Tilt,footrope,center,touchdown,13:20:27
2015-07-26,GP216F,Star Oddi DST-Tilt,footrope,center,touchdown,14:34:42
2015-07-27,GP194F,Star Oddi DST-Tilt,footrope,center,touchdown,5:38:51
2015-07-27,GP186F,Star Oddi DST-Tilt,footrope,center,touchdown,6:41:36
2015-07-27,GP182F,Star Oddi DST-Tilt,footrope,center,touchdown,7:38:42
2015-08-01,GP245F,Star Oddi DST-Tilt,footrope,center,touchdown,5:32:03
2015-08-01,GP233F,Star Oddi DST-Tilt,footrope,center,touchdown,7:08:50
2015-08-01,GP248F,Star Oddi DST-Tilt,footrope,center,touchdown,8:41:30
2015-08-01,GP240F,Star Oddi DST-Tilt,footrope,center,touchdown,10:21:51
2015-08-01,GP234A1,Star Oddi DST-Tilt,footrope,center,touchdown,12:14:11
2015-08-01,GP226F,Star Oddi DST-Tilt,footrope,center,touchdown,13:18:42
2015-08-01,GP220F,Star Oddi DST-Tilt,footrope,center,touchdown,14:28:21
2015-08-01,GP214F,Star Oddi DST-Tilt,footrope,center,touchdown,15:53:33
2015-08-02,GP197A1,Star Oddi DST-Tilt,footrope,center,touchdown,5:44:39
2015-08-02,GP158F,Star Oddi DST-Tilt,footrope,center,touchdown,18:09:42
2015-08-02,GP147F,Star Oddi DST-Tilt,footrope,center,touchdown,20:25:41
2015-08-02,GP184F,Star Oddi DST-Tilt,footrope,center,touchdown,7:17:04
2015-08-02,GP202F,Star Oddi DST-Tilt,footrope,center,touchdown,8:58:26
2015-08-02,GP206F,Star Oddi DST-Tilt,footrope,center,touchdown,10:21:02
2015-08-02,GP215F,Star Oddi DST-Tilt,footrope,center,touchdown,11:34:25
2015-08-02,GP198F,Star Oddi DST-Tilt,footrope,center,touchdown,13:00:48
2015-08-02,GP191F,Star Oddi DST-Tilt,footrope,center,touchdown,14:35:46
2015-08-02,GP179F,Star Oddi DST-Tilt,footrope,center,touchdown,15:51:55
2015-08-02,GP176F,Star Oddi DST-Tilt,footrope,center,touchdown,16:51:51
2015-08-03,GP159F,Star Oddi DST-Tilt,footrope,center,touchdown,5:39:50
2015-08-03,GP141F,Star Oddi DST-Tilt,footrope,center,touchdown,16:57:13
2015-08-03,GP128F,Star Oddi DST-Tilt,footrope,center,touchdown,18:03:13
2015-08-03,GP123F,Star Oddi DST-Tilt,footrope,center,touchdown,19:28:33
2015-08-03,GP174A1,Star Oddi DST-Tilt,footrope,center,touchdown,8:20:33
2015-08-03,GP170A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:30:28
2015-08-03,GP162A1,Star Oddi DST-Tilt,footrope,center,touchdown,13:32:35
2015-08-03,GP154F,Star Oddi DST-Tilt,footrope,center,touchdown,14:35:52
2015-08-03,GP133F,Star Oddi DST-Tilt,footrope,center,touchdown,16:08:18
2015-08-04,GP099F,Star Oddi DST-Tilt,footrope,center,touchdown,5:42:19
2015-08-04,GP105F,Star Oddi DST-Tilt,footrope,center,touchdown,17:23:39
2015-08-04,GP106F,Star Oddi DST-Tilt,footrope,center,touchdown,18:39:36
2015-08-04,GP094F,Star Oddi DST-Tilt,footrope,center,touchdown,6:40:09
2015-08-04,GP113F,Star Oddi DST-Tilt,footrope,center,touchdown,8:22:06
2015-08-04,GP127F,Star Oddi DST-Tilt,footrope,center,touchdown,9:34:35
2015-08-04,GP125A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:34:20
2015-08-04,GP124F,Star Oddi DST-Tilt,footrope,center,touchdown,12:42:28
2015-08-04,GP097A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:26:49
2015-08-05,GP049A2,Star Oddi DST-Tilt,footrope,center,touchdown,17:15:23
2015-08-05,GP036F,Star Oddi DST-Tilt,footrope,center,touchdown,19:08:47
2015-08-05,GP026F,Star Oddi DST-Tilt,footrope,center,touchdown,20:35:13
2015-08-05,GP088A2,Star Oddi DST-Tilt,footrope,center,touchdown,6:39:43
2015-08-05,GP084F,Star Oddi DST-Tilt,footrope,center,touchdown,8:09:43
2015-08-05,GP077F,Star Oddi DST-Tilt,footrope,center,touchdown,9:15:30
2015-08-05,GP068F,Star Oddi DST-Tilt,footrope,center,touchdown,10:47:46
2015-08-05,GP080F,Star Oddi DST-Tilt,footrope,center,touchdown,12:16:35
2015-08-05,GP076F,Star Oddi DST-Tilt,footrope,center,touchdown,13:12:37
2015-08-05,GP061F,Star Oddi DST-Tilt,footrope,center,touchdown,14:27:44
2015-08-06,GP024F,Star Oddi DST-Tilt,footrope,center,touchdown,5:52:39
2015-08-06,GP019F,Star Oddi DST-Tilt,footrope,center,touchdown,16:57:09
2015-08-06,GP018F,Star Oddi DST-Tilt,footrope,center,touchdown,17:58:17
2015-08-06,GP028F,Star Oddi DST-Tilt,footrope,center,touchdown,19:21:20
2015-08-06,GP032F,Star Oddi DST-Tilt,footrope,center,touchdown,20:20:29
2015-08-06,GP025F,Star Oddi DST-Tilt,footrope,center,touchdown,7:15:52
2015-08-06,GP046F,Star Oddi DST-Tilt,footrope,center,touchdown,8:54:37
2015-08-06,GP048F,Star Oddi DST-Tilt,footrope,center,touchdown,9:45:43
2015-08-06,GP044A2,Star Oddi DST-Tilt,footrope,center,touchdown,12:51:27
2015-08-06,GP023F,Star Oddi DST-Tilt,footrope,center,touchdown,14:12:55
2015-08-06,GP016F,Star Oddi DST-Tilt,footrope,center,touchdown,15:33:16
2015-08-07,GP022A2,Star Oddi DST-Tilt,footrope,center,touchdown,7:24:19
2015-08-07,GP030F,Star Oddi DST-Tilt,footrope,center,touchdown,8:38:38
2015-08-07,GP042F,Star Oddi DST-Tilt,footrope,center,touchdown,10:09:25
2015-08-07,GP041F,Star Oddi DST-Tilt,footrope,center,touchdown,11:10:30
2015-08-07,GP031F,Star Oddi DST-Tilt,footrope,center,touchdown,12:23:14
2015-08-07,GP039F,Star Oddi DST-Tilt,footrope,center,touchdown,14:03:10
2015-08-07,GP045F,Star Oddi DST-Tilt,footrope,center,touchdown,15:03:04
2015-08-16,GP007F,Star Oddi DST-Tilt,footrope,center,touchdown,6:09:35
2015-08-16,GP006F,Star Oddi DST-Tilt,footrope,center,touchdown,19:05:22
2015-08-16,GP008F,Star Oddi DST-Tilt,footrope,center,touchdown,19:53:03
2015-08-16,GP005F,Star Oddi DST-Tilt,footrope,center,touchdown,7:35:29
2015-08-16,GP001F,Star Oddi DST-Tilt,footrope,center,touchdown,9:39:15
2015-08-16,GP003A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:38:10
2015-08-16,GP002A2,Star Oddi DST-Tilt,footrope,center,touchdown,15:22:49
2015-08-16,GP004F,Star Oddi DST-Tilt,footrope,center,touchdown,17:15:19
2015-08-17,GP009F,Star Oddi DST-Tilt,footrope,center,touchdown,6:03:22
2015-08-17,GP013F,Star Oddi DST-Tilt,footrope,center,touchdown,18:39:10
2015-08-17,GP014F,Star Oddi DST-Tilt,footrope,center,touchdown,20:21:52
2015-08-17,GP011A2,Star Oddi DST-Tilt,footrope,center,touchdown,9:38:18
2015-08-17,GP010F,Star Oddi DST-Tilt,footrope,center,touchdown,10:49:13
2015-08-17,GP012F,Star Oddi DST-Tilt,footrope,center,touchdown,12:13:01
2015-08-17,GP015A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:28:11
2015-08-17,GP017F,Star Oddi DST-Tilt,footrope,center,touchdown,16:41:21
2015-08-18,GP020F,Star Oddi DST-Tilt,footrope,center,touchdown,6:09:41
2015-08-18,GP021F,Star Oddi DST-Tilt,footrope,center,touchdown,7:06:04
2015-08-18,GP073F,Star Oddi DST-Tilt,footrope,center,touchdown,10:50:05
2015-08-18,GP089F,Star Oddi DST-Tilt,footrope,center,touchdown,12:15:19
2015-08-22,GP064FR,Star Oddi DST-Tilt,footrope,center,touchdown,7:42:32
2015-08-22,GP078A1,Star Oddi DST-Tilt,footrope,center,touchdown,10:26:50
2015-08-22,GP072F,Star Oddi DST-Tilt,footrope,center,touchdown,12:50:16
2015-08-22,GP085F,Star Oddi DST-Tilt,footrope,center,touchdown,14:40:41
2015-08-22,GP081F,Star Oddi DST-Tilt,footrope,center,touchdown,16:16:06
2015-08-22,GP098F,Star Oddi DST-Tilt,footrope,center,touchdown,18:44:33
2015-08-23,GP120F,Star Oddi DST-Tilt,footrope,center,touchdown,6:38:38
2015-08-23,GP109F,Star Oddi DST-Tilt,footrope,center,touchdown,8:47:47
2015-08-23,GP107F,Star Oddi DST-Tilt,footrope,center,touchdown,10:51:02
2015-08-23,GP122F,Star Oddi DST-Tilt,footrope,center,touchdown,12:26:13
2015-08-23,GP142F,Star Oddi DST-Tilt,footrope,center,touchdown,13:53:48
2015-08-23,GP121F,Star Oddi DST-Tilt,footrope,center,touchdown,15:54:39
2015-08-23,GP156F,Star Oddi DST-Tilt,footrope,center,touchdown,20:15:52
2015-08-24,GP187F,Star Oddi DST-Tilt,footrope,center,touchdown,6:27:32
2015-08-24,GP166F,Star Oddi DST-Tilt,footrope,center,touchdown,8:28:04
2015-08-24,GP165F,Star Oddi DST-Tilt,footrope,center,touchdown,9:33:44
2015-08-24,GP181F,Star Oddi DST-Tilt,footrope,center,touchdown,11:05:36
2015-08-24,GP208F,Star Oddi DST-Tilt,footrope,center,touchdown,12:52:24
2015-08-24,GP203A1,Star Oddi DST-Tilt,footrope,center,touchdown,14:44:43
2015-09-02,GP255A2,Star Oddi DST-Tilt,footrope,center,touchdown,13:38:03
2015-09-02,GP252A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:53:55
2015-09-02,GP263F,Star Oddi DST-Tilt,footrope,center,touchdown,19:05:21
2015-09-02,GP259F,Star Oddi DST-Tilt,footrope,center,touchdown,20:08:06
2015-09-03,GP271F,Star Oddi DST-Tilt,footrope,center,touchdown,6:21:26
2015-09-03,GP270F,Star Oddi DST-Tilt,footrope,center,touchdown,7:34:54
2015-09-03,GP262F,Star Oddi DST-Tilt,footrope,center,touchdown,8:43:43
2015-09-03,GP238F,Star Oddi DST-Tilt,footrope,center,touchdown,10:23:21
2015-09-03,GP231F,Star Oddi DST-Tilt,footrope,center,touchdown,11:37:16
2015-09-03,GP254A1,Star Oddi DST-Tilt,footrope,center,touchdown,14:38:42
2015-09-03,GP256F,Star Oddi DST-Tilt,footrope,center,touchdown,15:45:02
2015-09-03,GP241F,Star Oddi DST-Tilt,footrope,center,touchdown,17:15:34
2015-09-04,GP264F,Star Oddi DST-Tilt,footrope,center,touchdown,6:22:26
2015-09-04,GP266F,Star Oddi DST-Tilt,footrope,center,touchdown,7:24:48
2015-09-08,GP212F,Star Oddi DST-Tilt,footrope,center,touchdown,10:24:10
2015-09-08,GP172F,Star Oddi DST-Tilt,footrope,center,touchdown,17:28:11
2015-09-08,GP157F,Star Oddi DST-Tilt,footrope,center,touchdown,18:25:18
2015-09-08,GP143F,Star Oddi DST-Tilt,footrope,center,touchdown,19:35:33
2015-09-09,GP134A1,Star Oddi DST-Tilt,footrope,center,touchdown,6:33:16
2015-09-09,GP139F,Star Oddi DST-Tilt,footrope,center,touchdown,7:53:11
2015-09-09,GP138A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:12:34
2015-09-09,GP152F,Star Oddi DST-Tilt,footrope,center,touchdown,12:18:35
2015-09-09,GP115F,Star Oddi DST-Tilt,footrope,center,touchdown,15:49:07
2015-09-10,GP112F,Star Oddi DST-Tilt,footrope,center,touchdown,6:34:21
2015-09-10,GP071F,Star Oddi DST-Tilt,footrope,center,touchdown,19:28:52
2015-09-10,GP086F,Star Oddi DST-Tilt,footrope,center,touchdown,8:37:54
2015-09-10,GP103F,Star Oddi DST-Tilt,footrope,center,touchdown,9:52:22
2015-09-10,GP114F,Star Oddi DST-Tilt,footrope,center,touchdown,11:32:38
2015-09-10,GP126F,Star Oddi DST-Tilt,footrope,center,touchdown,12:44:37
2015-09-10,GP118F,Star Oddi DST-Tilt,footrope,center,touchdown,14:04:49
2015-09-10,GP101F,Star Oddi DST-Tilt,footrope,center,touchdown,15:34:29
2015-09-10,GP082F,Star Oddi DST-Tilt,footrope,center,touchdown,17:05:43
2015-09-10,GP075F,Star Oddi DST-Tilt,footrope,center,touchdown,18:37:06
2015-09-11,GP229A1,Star Oddi DST-Tilt,footrope,center,touchdown,8:47:51
2015-09-11,GP225A1,Star Oddi DST-Tilt,footrope,center,touchdown,9:52:58
2015-09-11,GP244F,Star Oddi DST-Tilt,footrope,center,touchdown,10:57:23
2015-09-11,GP246A1,Star Oddi DST-Tilt,footrope,center,touchdown,12:10:25
2015-09-13,GP196A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:46:02
2015-09-13,GP219F,Star Oddi DST-Tilt,footrope,center,touchdown,13:33:51
2015-09-13,GP199F,Star Oddi DST-Tilt,footrope,center,touchdown,14:54:22
2015-09-13,GP160F,Star Oddi DST-Tilt,footrope,center,touchdown,17:08:35
2015-09-13,GP161F,Star Oddi DST-Tilt,footrope,center,touchdown,18:10:37
2015-09-13,GP146F,Star Oddi DST-Tilt,footrope,center,touchdown,19:17:42
2015-09-14,GP055F,Star Oddi DST-Tilt,footrope,center,touchdown,6:45:30
2015-09-14,GP060F,Star Oddi DST-Tilt,footrope,center,touchdown,7:45:42
2015-09-14,GP053F,Star Oddi DST-Tilt,footrope,center,touchdown,8:41:57
2015-09-14,GP062F,Star Oddi DST-Tilt,footrope,center,touchdown,10:09:05
2015-09-17,GP090F,Star Oddi DST-Tilt,footrope,center,touchdown,6:37:30
2015-09-17,GP067F,Star Oddi DST-Tilt,footrope,center,touchdown,8:09:58
2015-09-17,GP066F,Star Oddi DST-Tilt,footrope,center,touchdown,14:03:47
2015-09-17,GP050F,Star Oddi DST-Tilt,footrope,center,touchdown,15:23:50
2015-09-18,GP047A1,Star Oddi DST-Tilt,footrope,center,touchdown,6:36:14
2015-09-18,GP092A1,Star Oddi DST-Tilt,footrope,center,touchdown,18:12:14
2015-09-18,GP110F,Star Oddi DST-Tilt,footrope,center,touchdown,19:35:12
2015-09-18,GP070F,Star Oddi DST-Tilt,footrope,center,touchdown,8:14:22
2015-09-18,GP063F,Star Oddi DST-Tilt,footrope,center,touchdown,9:26:11
2015-09-18,GP052F,Star Oddi DST-Tilt,footrope,center,touchdown,10:24:27
2015-09-18,GP051F,Star Oddi DST-Tilt,footrope,center,touchdown,11:26:35
2015-09-18,GP069F,Star Oddi DST-Tilt,footrope,center,touchdown,12:56:23
2015-09-18,GP087F,Star Oddi DST-Tilt,footrope,center,touchdown,14:31:19
2015-09-18,GP100F,Star Oddi DST-Tilt,footrope,center,touchdown,15:44:11
2015-09-19,GP173F,Star Oddi DST-Tilt,footrope,center,touchdown,6:38:22
2015-09-19,GP178F,Star Oddi DST-Tilt,footrope,center,touchdown,9:28:29
2015-09-19,GP168F,Star Oddi DST-Tilt,footrope,center,touchdown,10:43:16
2015-09-19,GP155F,Star Oddi DST-Tilt,footrope,center,touchdown,11:58:42
2015-09-19,GP145F,Star Oddi DST-Tilt,footrope,center,touchdown,13:35:00
2015-09-22,GP183F,Star Oddi DST-Tilt,footrope,center,touchdown,6:40:41
2015-09-22,GP180F,Star Oddi DST-Tilt,footrope,center,touchdown,16:43:28
2015-09-22,GP153F,Star Oddi DST-Tilt,footrope,center,touchdown,19:07:37
2015-09-22,GP193F,Star Oddi DST-Tilt,footrope,center,touchdown,7:53:50
2015-09-22,GP209F,Star Oddi DST-Tilt,footrope,center,touchdown,9:06:50
2015-09-22,GP204F,Star Oddi DST-Tilt,footrope,center,touchdown,10:16:01
2015-09-22,GP218F,Star Oddi DST-Tilt,footrope,center,touchdown,11:23:24
2015-09-22,GP217F,Star Oddi DST-Tilt,footrope,center,touchdown,12:20:36
2015-09-22,GP200F,Star Oddi DST-Tilt,footrope,center,touchdown,13:27:00
2015-09-22,GP185F,Star Oddi DST-Tilt,footrope,center,touchdown,14:35:19
2015-09-23,GP144F,Star Oddi DST-Tilt,footrope,center,touchdown,7:35:49
2015-09-23,GP091F,Star Oddi DST-Tilt,footrope,center,touchdown,18:10:55
2015-09-23,GP108F,Star Oddi DST-Tilt,footrope,center,touchdown,19:17:11
2015-09-23,GP129F,Star Oddi DST-Tilt,footrope,center,touchdown,8:41:11
2015-09-23,GP136F,Star Oddi DST-Tilt,footrope,center,touchdown,9:35:29
2015-09-23,GP135F,Star Oddi DST-Tilt,footrope,center,touchdown,10:38:09
2015-09-23,GP131F,Star Oddi DST-Tilt,footrope,center,touchdown,11:33:20
2015-09-23,GP111F,Star Oddi DST-Tilt,footrope,center,touchdown,12:54:04
2015-09-23,GP095F,Star Oddi DST-Tilt,footrope,center,touchdown,14:14:36
2015-09-23,GP093F,Star Oddi DST-Tilt,footrope,center,touchdown,15:20:33
2015-09-23,GP102F,Star Oddi DST-Tilt,footrope,center,touchdown,16:37:33
2015-09-24,GP119F,Star Oddi DST-Tilt,footrope,center,touchdown,6:44:50
2015-09-24,GP137F,Star Oddi DST-Tilt,footrope,center,touchdown,8:03:20
2015-09-24,GP132F,Star Oddi DST-Tilt,footrope,center,touchdown,9:08:46
2015-09-24,GP148F,Star Oddi DST-Tilt,footrope,center,touchdown,10:21:36
2015-10-04,GP167F,Star Oddi DST-Tilt,footrope,center,touchdown,7:58:45
2015-10-04,GP140F,Star Oddi DST-Tilt,footrope,center,touchdown,9:50:53
2015-10-04,GP117F,Star Oddi DST-Tilt,footrope,center,touchdown,11:19:07
2015-10-04,GP104F,Star Oddi DST-Tilt,footrope,center,touchdown,12:22:32
2015-10-04,GP116A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:12:44
2015-10-05,GP355F,Star Oddi DST-Tilt,footrope,center,touchdown,6:59:49
2015-10-05,GP323F,Star Oddi DST-Tilt,footrope,center,touchdown,19:00:26
2015-10-05,GP354F,Star Oddi DST-Tilt,footrope,center,touchdown,8:32:28
2015-10-05,GP351F,Star Oddi DST-Tilt,footrope,center,touchdown,9:33:59
2015-10-05,GP353F,Star Oddi DST-Tilt,footrope,center,touchdown,11:07:26
2015-10-05,GP352F,Star Oddi DST-Tilt,footrope,center,touchdown,12:38:29
2015-10-05,GP350F,Star Oddi DST-Tilt,footrope,center,touchdown,14:33:49
2015-10-05,GP346F,Star Oddi DST-Tilt,footrope,center,touchdown,15:40:03
2015-10-05,GP342F,Star Oddi DST-Tilt,footrope,center,touchdown,16:47:14
2015-10-05,GP334F,Star Oddi DST-Tilt,footrope,center,touchdown,17:54:51
2015-10-06,GP328F,Star Oddi DST-Tilt,footrope,center,touchdown,6:56:27
2015-10-06,GP339F,Star Oddi DST-Tilt,footrope,center,touchdown,18:11:40
2015-10-06,GP338F,Star Oddi DST-Tilt,footrope,center,touchdown,8:07:29
2015-10-06,GP337F,Star Oddi DST-Tilt,footrope,center,touchdown,9:07:37
2015-10-06,GP345F,Star Oddi DST-Tilt,footrope,center,touchdown,10:16:53
2015-10-06,GP343F,Star Oddi DST-Tilt,footrope,center,touchdown,12:16:14
2015-10-06,GP348F,Star Oddi DST-Tilt,footrope,center,touchdown,13:19:24
2015-10-06,GP349F,Star Oddi DST-Tilt,footrope,center,touchdown,14:56:24
2015-10-06,GP340F,Star Oddi DST-Tilt,footrope,center,touchdown,16:43:44
2015-10-07,GP310F,Star Oddi DST-Tilt,footrope,center,touchdown,7:49:46
2015-10-07,GP332F,Star Oddi DST-Tilt,footrope,center,touchdown,17:14:36
2015-10-07,GP336F,Star Oddi DST-Tilt,footrope,center,touchdown,18:16:12
2015-10-07,GP308F,Star Oddi DST-Tilt,footrope,center,touchdown,8:34:01
2015-10-07,GP314F,Star Oddi DST-Tilt,footrope,center,touchdown,9:15:57
2015-10-07,GP321F,Star Oddi DST-Tilt,footrope,center,touchdown,10:10:59
2015-10-07,GP333F,Star Oddi DST-Tilt,footrope,center,touchdown,11:28:14
2015-10-07,GP329F,Star Oddi DST-Tilt,footrope,center,touchdown,12:34:41
2015-10-07,GP311F,Star Oddi DST-Tilt,footrope,center,touchdown,13:54:04
2015-10-07,GP317F,Star Oddi DST-Tilt,footrope,center,touchdown,14:51:28
2015-10-07,GP327F,Star Oddi DST-Tilt,footrope,center,touchdown,16:12:32
2015-10-09,GP307F,Star Oddi DST-Tilt,footrope,center,touchdown,7:04:49
2015-10-09,GP299F,Star Oddi DST-Tilt,footrope,center,touchdown,17:59:58
2015-10-09,GP297F,Star Oddi DST-Tilt,footrope,center,touchdown,8:40:46
2015-10-09,GP296F,Star Oddi DST-Tilt,footrope,center,touchdown,9:33:56
2015-10-09,GP285F,Star Oddi DST-Tilt,footrope,center,touchdown,10:50:51
2015-10-09,GP279F,Star Oddi DST-Tilt,footrope,center,touchdown,12:01:03
2015-10-09,GP275F,Star Oddi DST-Tilt,footrope,center,touchdown,13:04:14
2015-10-09,GP291F,Star Oddi DST-Tilt,footrope,center,touchdown,14:36:21
2015-10-09,GP302F,Star Oddi DST-Tilt,footrope,center,touchdown,16:02:39
2015-10-09,GP304F,Star Oddi DST-Tilt,footrope,center,touchdown,16:50:31
2015-10-12,GP288F,Star Oddi DST-Tilt,footrope,center,touchdown,7:09:07
2015-10-12,GP276F,Star Oddi DST-Tilt,footrope,center,touchdown,17:59:13
2015-10-12,GP283F,Star Oddi DST-Tilt,footrope,center,touchdown,8:20:20
2015-10-12,GP268F,Star Oddi DST-Tilt,footrope,center,touchdown,9:52:46
2015-10-12,GP265F,Star Oddi DST-Tilt,footrope,center,touchdown,10:59:32
2015-10-12,GP274A1,Star Oddi DST-Tilt,footrope,center,touchdown,12:37:05
2015-10-12,GP272F,Star Oddi DST-Tilt,footrope,center,touchdown,14:13:31
2015-10-12,GP267F,Star Oddi DST-Tilt,footrope,center,touchdown,15:26:15
2015-10-12,GP280F,Star Oddi DST-Tilt,footrope,center,touchdown,16:39:50
2015-10-13,GP277F,Star Oddi DST-Tilt,footrope,center,touchdown,7:03:46
2015-10-13,GP284F,Star Oddi DST-Tilt,footrope,center,touchdown,8:12:34
2015-10-13,GP294F,Star Oddi DST-Tilt,footrope,center,touchdown,9:26:38
2015-10-13,GP301F,Star Oddi DST-Tilt,footrope,center,touchdown,11:09:48
2015-10-13,GP298F,Star Oddi DST-Tilt,footrope,center,touchdown,12:10:25
2015-10-13,GP289F,Star Oddi DST-Tilt,footrope,center,touchdown,13:20:48
2015-10-13,GP292F,Star Oddi DST-Tilt,footrope,center,touchdown,14:18:11
2015-10-13,GP286F,Star Oddi DST-Tilt,footrope,center,touchdown,15:25:52
2015-10-13,GP305F,Star Oddi DST-Tilt,footrope,center,touchdown,17:22:48
2015-10-14,GP306F,Star Oddi DST-Tilt,footrope,center,touchdown,13:06:59
2015-10-14,GP319F,Star Oddi DST-Tilt,footrope,center,touchdown,14:52:07
