grid,date.closed,date.open,grid.portion,comment
GZ36,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GZ37,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
HA35,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
HA36,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
HA37,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GV37,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GV38,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GW36,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GW37,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GW38,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX36,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX37,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX38,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX40,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY38,6/5/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GV36,6/5/2020,11/16/2020,> 20(fth) GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GZ38,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GZ39,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HA38,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HA39,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HB37,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HB38,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HB39,6/7/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GU37,6/10/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GU38,6/10/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GV39,6/10/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GW39,6/10/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GX39,6/10/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GU36,6/10/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GU39,6/14/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GY39,6/14/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY40,6/17/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GT37,6/17/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GT38,6/17/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GT36,6/17/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GT39,6/23/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GT40,6/23/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GU40,6/23/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GX35,6/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GU41,7/5/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HB35,7/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be alloted for gear removal bu harvesters
HB36,7/16/2020,11/16/2020,> 20(fth) GSL DZ,Due to marine weather forecast; additional 24 hours will be alloted for gear removal bu harvesters
HB40,7/24/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
HB41,7/24/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GV34,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GV33,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GV35,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GW33,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GW34,7/26/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GW35,7/26/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GX33,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GX34,7/26/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GY41,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GN27,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GN28,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GN29,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GO27,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GO28,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GO29,7/30/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GL32,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GL33,8/9/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GL34,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GM32,8/9/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GM33,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GL31,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GM31,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GN30,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GN31,8/9/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GN32,8/9/2020,11/16/2020,Full Grid GSL DZ,96Hour delay (High winds)
GN33,8/9/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GK32,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GK33,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GK34,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GM35,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GM34,8/9/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GN34,8/10/2020,11/16/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GT42,8/14/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GW32,8/14/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GX31,8/14/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GX32,8/16/2020,11/16/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GK35,8/15/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay 
GL35,8/15/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay 
GM35,8/15/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay 
GK31,8/16/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay 
GL30,8/19/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GM30,8/19/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay 
GY31,8/19/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GY32,8/19/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay 
GX41,8/22/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GT47,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GT48,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GU47,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GU48,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GV47,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GV48,8/23/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GS45,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GS46,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GT45,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GT46,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GU45,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GU46,8/23/2020,11/16/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GS44,8/29/2020,11/16/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GT44,8/29/2020,11/16/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GL39,9/2/2020,11/16/2020,Full Grid GSL DZ,48 Hour delay
GL40,9/2/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GM39,9/2/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
GM40,9/2/2020,11/16/2020,> 20(fth) GSL DZ,48 Hour delay
HC41,9/18/2020,11/16/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GO31,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GO32,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GO33,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP36,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP37,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP38,9/20/2020,11/16/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GQ36,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GQ37,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GQ38,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GR36,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GR37,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GR38,9/20/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP31,10/2/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP32,10/2/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GP33,10/2/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GQ33,10/2/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GS43,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
GS44,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
GT43,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
GZ46,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HA45,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HA46,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HB45,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HB46,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HB47,10/8/2020,11/16/2020,> 20(fth) GSL DZ,48 hour delay
HC45,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HC46,10/8/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HC47,10/8/2020,11/16/2020,> 20(fth) GSL DZ,48 hour delay
HA47,10/16/2020,11/16/2020,Full Grid GSL DZ,48 hour delay
HC44,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD44,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD45,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD46,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE44,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE45,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE46,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
IB30,11/8/2020,11/19/2020,> 20(fth) Outside DZ,
IB31,11/8/2020,11/19/2020,Full Grid Outside DZ,
IC30,11/8/2020,11/19/2020,> 20(fth) Outside DZ,
IC31,11/8/2020,11/19/2020,Full Grid Outside DZ,
ID30,11/8/2020,11/19/2020,Full Grid Outside DZ,
ID31,11/8/2020,,Full Grid Outside DZ,
IB29,11/8/2020,11/29/2020,Full Grid Outside DZ,
IC29,11/8/2020,11/29/2020,> 20(fth) Outside DZ,
ID29,11/8/2020,11/29/2020,Full Grid Outside DZ,
IB26,11/19/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IB27,11/19/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IB28,11/19/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IC26,11/19/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IC27,11/19/2020,11/29/2020,Full Grid Outside DZ,72 Hour delay (High Winds)
IC28,11/19/2020,11/29/2020,Full Grid Outside DZ,72 Hour delay (High Winds)
ID27,11/20/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
ID28,11/20/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IE27,11/20/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IE28,11/20/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
IB30,11/26/2020,11/29/2020,Full Grid Outside DZ,72 Hour delay (High Winds)
IB30,11/26/2020,11/29/2020,Full Grid Outside DZ,72 Hour delay (High Winds)
ID30,11/26/2020,11/29/2020,> 20(fth) Outside DZ,72 Hour delay (High Winds)
