date,tow.id,probe,type,location,position,event,time
2018-09-13,GP308F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:36:46
2018-09-13,GP314F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:25:09
2018-09-13,GP310F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:21:07
2018-09-13,GP321F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:18:00
2018-09-13,GP328F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:32:47
2018-09-13,GP338F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:50:49
2018-09-13,GP337F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:51:35
2018-09-13,GP345F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:58:00
2018-09-13,GP347F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:56:31
2018-09-13,GP355F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:56:59
2018-09-13,GP349F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:59:29
2018-09-14,GP348F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:45:19
2018-09-14,GP343F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:59:56
2018-09-14,GP333F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:22:46
2018-09-14,GP329F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:30:22
2018-09-14,GP339F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:50:46
2018-09-14,GP340F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:00:26
2018-09-14,GP336F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:26:30
2018-09-14,GP332F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:30:03
2018-09-14,GP327F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:18:06
2018-09-14,GP317F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:35:38
2018-09-14,GP307F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:39:49
2018-09-15,GP322F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:42:30
2018-09-15,GP330F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:17:23
2018-09-15,GP318F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:46:04
2018-09-15,GP309F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:10:00
2018-09-15,GP304F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:43:26
2018-09-15,GP302F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:55:59
2018-09-15,GP297F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:32:29
2018-09-15,GP296F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:18:27
2018-09-15,GP291F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:16:07
2018-09-15,GP288F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:33:23
2018-09-16,GP283F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:43:20
2018-09-16,GP299F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:17:12
2018-09-16,GP306F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:16:45
2018-09-16,GP305F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:25:40
2018-07-19,GP354F,Minilog,TD,headline,center,liftoff,5:33:31
2018-07-19,GP325F,Minilog,TD,headline,center,liftoff,18:17:06
2018-07-19,GP335F,Minilog,TD,headline,center,liftoff,19:16:59
2018-07-19,GP344F,Minilog,TD,headline,center,liftoff,20:28:53
2018-07-19,GP351F,Minilog,TD,headline,center,liftoff,6:44:33
2018-07-19,GP353F,Minilog,TD,headline,center,liftoff,8:37:19
2018-07-19,GP352F,Minilog,TD,headline,center,liftoff,10:04:46
2018-07-19,GP350F,Minilog,TD,headline,center,liftoff,11:10:39
2018-07-19,GP346F,Minilog,TD,headline,center,liftoff,12:32:56
2018-07-19,GP342F,Minilog,TD,headline,center,liftoff,13:58:27
2018-07-19,GP334F,Minilog,TD,headline,center,liftoff,15:19:15
2018-07-19,GP323F,Minilog,TD,headline,center,liftoff,16:37:34
2018-07-20,GP331F,Minilog,TD,headline,center,liftoff,7:18:02
2018-07-20,GP326F,Minilog,TD,headline,center,liftoff,8:14:13
2018-07-20,GP315F,Minilog,TD,headline,center,liftoff,9:20:09
2018-07-20,GP324F,Minilog,TD,headline,center,liftoff,10:31:05
2018-07-20,GP313F,Minilog,TD,headline,center,liftoff,11:55:44
2018-07-20,GP312F,Minilog,TD,headline,center,liftoff,15:01:18
2018-07-20,GP316F,Minilog,TD,headline,center,liftoff,17:21:19
2018-07-20,GP295F,Minilog,TD,headline,center,liftoff,19:28:13
2018-07-20,GP290F,Minilog,TD,headline,center,liftoff,20:29:45
2018-07-21,GP293F,Minilog,TD,headline,center,liftoff,5:49:20
2018-07-21,GP282F,Minilog,TD,headline,center,liftoff,8:06:44
2018-07-21,GP273F,Minilog,TD,headline,center,liftoff,10:02:52
2018-07-21,GP269F,Minilog,TD,headline,center,liftoff,13:17:32
2018-07-21,GP250F,Minilog,TD,headline,center,liftoff,15:14:08
2018-07-21,GP251F,Minilog,TD,headline,center,liftoff,16:30:32
2018-07-21,GP235F,Minilog,TD,headline,center,liftoff,18:25:01
2018-07-22,GP237A1,Minilog,TD,headline,center,liftoff,5:43:55
2018-07-22,GP203F,Minilog,TD,headline,center,liftoff,8:05:11
2018-07-22,GP208F,Minilog,TD,headline,center,liftoff,9:37:13
2018-07-22,GP201A1,Minilog,TD,headline,center,liftoff,12:04:51
2018-07-22,GP181F,Minilog,TD,headline,center,liftoff,14:09:48
2018-07-22,GP187F,Minilog,TD,headline,center,liftoff,15:46:37
2018-07-22,GP166F,Minilog,TD,headline,center,liftoff,17:38:14
2018-07-22,GP156F,Minilog,TD,headline,center,liftoff,19:47:51
2018-07-23,GP072F,Minilog,TD,headline,center,liftoff,5:44:57
2018-07-23,GP085F,Minilog,TD,headline,center,liftoff,7:39:50
2018-07-23,GP081F,Minilog,TD,headline,center,liftoff,9:31:09
2018-07-23,GP098F,Minilog,TD,headline,center,liftoff,11:52:01
2018-07-23,GP120F,Minilog,TD,headline,center,liftoff,13:40:54
2018-07-23,GP109F,Minilog,TD,headline,center,liftoff,15:20:56
2018-07-23,GP122F,Minilog,TD,headline,center,liftoff,16:56:43
2018-07-23,GP142F,Minilog,TD,headline,center,liftoff,18:34:00
2018-07-24,GP121A1,Minilog,TD,headline,center,liftoff,5:48:17
2018-07-24,GP139F,Minilog,TD,headline,center,liftoff,9:15:22
2018-07-24,GP112A1,Minilog,TD,headline,center,liftoff,12:32:05
2018-07-24,GP115F,Minilog,TD,headline,center,liftoff,13:30:58
2018-07-24,GP130F,Minilog,TD,headline,center,liftoff,15:07:26
2018-07-24,GP138F,Minilog,TD,headline,center,liftoff,16:29:03
2018-07-24,GP165A1,Minilog,TD,headline,center,liftoff,18:11:57
2018-07-24,GP152F,Minilog,TD,headline,center,liftoff,19:27:38
2018-07-24,GP153F,Minilog,TD,headline,center,liftoff,20:54:56
2018-07-25,GP219F,Minilog,TD,headline,center,liftoff,5:47:56
2018-07-31,GP240F,Minilog,TD,headline,center,liftoff,5:32:26
2018-07-31,GP234F,Minilog,TD,headline,center,liftoff,6:56:47
2018-07-31,GP226A1,Minilog,TD,headline,center,liftoff,9:17:58
2018-07-31,GP220F,Minilog,TD,headline,center,liftoff,10:56:13
2018-07-31,GP214F,Minilog,TD,headline,center,liftoff,12:14:32
2018-07-31,GP192F,Minilog,TD,headline,center,liftoff,13:36:44
2018-07-31,GP197F,Minilog,TD,headline,center,liftoff,14:32:15
2018-07-31,GP189F,Minilog,TD,headline,center,liftoff,15:21:26
2018-07-31,GP162F,Minilog,TD,headline,center,liftoff,16:50:42
2018-07-31,GP170F,Minilog,TD,headline,center,liftoff,18:06:31
2018-07-31,GP174A1,Minilog,TD,headline,center,liftoff,20:57:44
2018-08-01,GP184F,Minilog,TD,headline,center,liftoff,5:43:26
2018-08-01,GP159F,Minilog,TD,headline,center,liftoff,7:10:46
2018-08-01,GP147F,Minilog,TD,headline,center,liftoff,8:47:43
2018-08-01,GP149F,Minilog,TD,headline,center,liftoff,9:52:08
2018-08-01,GP158F,Minilog,TD,headline,center,liftoff,10:41:37
2018-08-01,GP176F,Minilog,TD,headline,center,liftoff,11:49:08
2018-08-01,GP179F,Minilog,TD,headline,center,liftoff,12:43:14
2018-08-01,GP191A1,Minilog,TD,headline,center,liftoff,14:48:28
2018-08-01,GP177F,Minilog,TD,headline,center,liftoff,16:09:36
2018-08-01,GP163F,Minilog,TD,headline,center,liftoff,17:35:55
2018-08-01,GP164F,Minilog,TD,headline,center,liftoff,18:39:11
2018-08-01,GP151F,Minilog,TD,headline,center,liftoff,19:47:17
2018-08-02,GP154F,Minilog,TD,headline,center,liftoff,5:51:25
2018-08-02,GP133F,Minilog,TD,headline,center,liftoff,6:51:51
2018-08-02,GP141F,Minilog,TD,headline,center,liftoff,7:42:08
2018-08-02,GP128A2,Minilog,TD,headline,center,liftoff,17:21:48
2018-08-02,GP123A1,Minilog,TD,headline,center,liftoff,19:29:42
2018-08-02,GP099F,Minilog,TD,headline,center,liftoff,20:44:37
2018-08-03,GP113F,Minilog,TD,headline,center,liftoff,7:25:38
2018-08-03,GP127F,Minilog,TD,headline,center,liftoff,8:33:06
2018-08-03,GP124F,Minilog,TD,headline,center,liftoff,15:28:35
2018-08-03,GP105F,Minilog,TD,headline,center,liftoff,16:25:25
2018-08-03,GP106F,Minilog,TD,headline,center,liftoff,17:38:09
2018-08-03,GP125F,Minilog,TD,headline,center,liftoff,18:35:49
2018-08-03,GP094F,Minilog,TD,headline,center,liftoff,5:44:53
2018-08-04,GP084A1,Minilog,TD,headline,center,liftoff,5:50:56
2018-08-04,GP077F,Minilog,TD,headline,center,liftoff,7:10:47
2018-08-04,GP068F,Minilog,TD,headline,center,liftoff,8:38:13
2018-08-04,GP088F,Minilog,TD,headline,center,liftoff,9:51:25
2018-08-04,GP080F,Minilog,TD,headline,center,liftoff,11:08:34
2018-08-04,GP076F,Minilog,TD,headline,center,liftoff,12:27:46
2018-08-04,GP061F,Minilog,TD,headline,center,liftoff,13:30:18
2018-08-04,GP049F,Minilog,TD,headline,center,liftoff,14:29:08
2018-08-04,GP046F,Minilog,TD,headline,center,liftoff,16:12:54
2018-08-04,GP036F,Minilog,TD,headline,center,liftoff,17:38:38
2018-08-04,GP026F,Minilog,TD,headline,center,liftoff,19:01:16
2018-08-04,GP024F,Minilog,TD,headline,center,liftoff,20:17:16
2018-08-05,GP025F,Minilog,TD,headline,center,liftoff,6:04:13
2018-08-05,GP044F,Minilog,TD,headline,center,liftoff,7:37:01
2018-08-05,GP023F,Minilog,TD,headline,center,liftoff,9:15:26
2018-08-05,GP016F,Minilog,TD,headline,center,liftoff,10:39:32
2018-08-05,GP019F,Minilog,TD,headline,center,liftoff,12:20:55
2018-08-05,GP018F,Minilog,TD,headline,center,liftoff,13:21:38
2018-08-05,GP028F,Minilog,TD,headline,center,liftoff,15:01:59
2018-08-05,GP032F,Minilog,TD,headline,center,liftoff,15:51:30
2018-08-05,GP050F,Minilog,TD,headline,center,liftoff,17:42:35
2018-08-05,GP048F,Minilog,TD,headline,center,liftoff,18:51:30
2018-08-05,GP067F,Minilog,TD,headline,center,liftoff,20:02:10
2018-08-06,GP066F,Minilog,TD,headline,center,liftoff,5:50:41
2018-08-06,GP070F,Minilog,TD,headline,center,liftoff,7:09:40
2018-08-06,GP063F,Minilog,TD,headline,center,liftoff,8:12:20
2018-08-06,GP047A1,Minilog,TD,headline,center,liftoff,10:42:57
2018-08-06,GP022F,Minilog,TD,headline,center,liftoff,12:07:49
2018-08-06,GP030F,Minilog,TD,headline,center,liftoff,13:05:08
2018-08-06,GP040F,Minilog,TD,headline,center,liftoff,14:09:29
2018-08-06,GP042F,Minilog,TD,headline,center,liftoff,15:19:22
2018-08-06,GP052F,Minilog,TD,headline,center,liftoff,16:21:06
2018-08-06,GP051F,Minilog,TD,headline,center,liftoff,17:21:57
2018-08-06,GP041F,Minilog,TD,headline,center,liftoff,18:38:35
2018-08-06,GP031A1,Minilog,TD,headline,center,liftoff,20:27:52
2018-08-07,GP039F,Minilog,TD,headline,center,liftoff,6:02:45
2018-08-07,GP045F,Minilog,TD,headline,center,liftoff,7:00:42
2018-08-07,GP069F,Minilog,TD,headline,center,liftoff,8:51:53
2018-08-07,GP092A1,Minilog,TD,headline,center,liftoff,11:06:17
2018-08-07,GP095F,Minilog,TD,headline,center,liftoff,12:24:30
2018-08-07,GP111F,Minilog,TD,headline,center,liftoff,13:37:33
2018-08-07,GP110F,Minilog,TD,headline,center,liftoff,14:29:30
2018-08-07,GP100F,Minilog,TD,headline,center,liftoff,16:16:13
2018-08-07,GP087F,Minilog,TD,headline,center,liftoff,17:15:46
2018-08-07,GP062F,Minilog,TD,headline,center,liftoff,19:00:32
2018-08-07,GP053F,Minilog,TD,headline,center,liftoff,20:33:40
2018-08-08,GP043A2,Minilog,TD,headline,center,liftoff,7:34:08
2018-08-08,GP015F,Minilog,TD,headline,center,liftoff,9:59:45
2018-08-13,GP009F,Minilog,TD,headline,center,liftoff,15:34:02
2018-08-13,GP008F,Minilog,TD,headline,center,liftoff,16:38:32
2018-08-13,GP006F,Minilog,TD,headline,center,liftoff,17:27:57
2018-08-13,GP002F,Minilog,TD,headline,center,liftoff,20:06:38
2018-08-14,GP001F,Minilog,TD,headline,center,liftoff,6:07:21
2018-08-14,GP003F,Minilog,TD,headline,center,liftoff,7:38:00
2018-08-14,GP004F,Minilog,TD,headline,center,liftoff,8:38:45
2018-08-14,GP005F,Minilog,TD,headline,center,liftoff,10:19:44
2018-08-14,GP007F,Minilog,TD,headline,center,liftoff,11:48:16
2018-08-14,GP011F,Minilog,TD,headline,center,liftoff,13:01:38
2018-08-14,GP010F,Minilog,TD,headline,center,liftoff,14:22:00
2018-08-14,GP012F,Minilog,TD,headline,center,liftoff,16:09:09
2018-08-14,GP013F,Minilog,TD,headline,center,liftoff,18:12:01
2018-08-14,GP017F,Minilog,TD,headline,center,liftoff,19:54:04
2018-08-15,GP014F,Minilog,TD,headline,center,liftoff,6:30:09
2018-08-15,GP020F,Minilog,TD,headline,center,liftoff,7:53:27
2018-08-15,GP021F,Minilog,TD,headline,center,liftoff,8:41:28
2018-08-15,GP037F,Minilog,TD,headline,center,liftoff,10:23:49
2018-08-15,GP055F,Minilog,TD,headline,center,liftoff,11:31:26
2018-08-15,GP029F,Minilog,TD,headline,center,liftoff,12:51:55
2018-08-15,GP058F,Minilog,TD,headline,center,liftoff,14:23:39
2018-08-15,GP059F,Minilog,TD,headline,center,liftoff,16:03:21
2018-08-15,GP034F,Minilog,TD,headline,center,liftoff,18:17:32
2018-08-16,GP027F,Minilog,TD,headline,center,liftoff,6:06:28
2018-08-16,GP033F,Minilog,TD,headline,center,liftoff,7:24:59
2018-08-16,GP038F,Minilog,TD,headline,center,liftoff,8:59:11
2018-08-16,GP035F,Minilog,TD,headline,center,liftoff,10:43:28
2018-08-16,GP054F,Minilog,TD,headline,center,liftoff,11:59:31
2018-08-16,GP064F,Minilog,TD,headline,center,liftoff,13:39:37
2018-08-16,GP078F,Minilog,TD,headline,center,liftoff,15:25:54
2018-08-16,GP056F,Minilog,TD,headline,center,liftoff,17:34:51
2018-08-16,GP057F,Minilog,TD,headline,center,liftoff,18:46:18
2018-08-17,GP107F,Minilog,TD,headline,center,liftoff,6:12:45
2018-08-17,GP096A1,Minilog,TD,headline,center,liftoff,8:45:54
2018-08-17,GP083F,Minilog,TD,headline,center,liftoff,10:53:16
2018-08-17,GP074A1,Minilog,TD,headline,center,liftoff,12:47:01
2018-08-17,GP065F,Minilog,TD,headline,center,liftoff,14:33:23
2018-08-17,GP073F,Minilog,TD,headline,center,liftoff,16:05:23
2018-08-17,GP086F,Minilog,TD,headline,center,liftoff,17:18:23
2018-08-17,GP103F,Minilog,TD,headline,center,liftoff,18:37:42
2018-08-17,GP089F,Minilog,TD,headline,center,liftoff,19:55:23
2018-08-18,GP075A1,Minilog,TD,headline,center,liftoff,6:21:22
2018-08-18,GP071A1,Minilog,TD,headline,center,liftoff,9:17:43
2018-08-18,GP060A1,Minilog,TD,headline,center,liftoff,12:00:42
2018-08-18,GP082F,Minilog,TD,headline,center,liftoff,13:12:37
2018-08-18,GP101F,Minilog,TD,headline,center,liftoff,14:40:42
2018-08-18,GP114F,Minilog,TD,headline,center,liftoff,15:45:57
2018-08-18,GP126F,Minilog,TD,headline,center,liftoff,16:53:17
2018-08-18,GP118F,Minilog,TD,headline,center,liftoff,18:12:16
2018-08-18,GP143F,Minilog,TD,headline,center,liftoff,19:36:19
2018-08-19,GP157F,Minilog,TD,headline,center,liftoff,6:09:25
2018-08-19,GP169F,Minilog,TD,headline,center,liftoff,7:35:09
2018-08-19,GP180F,Minilog,TD,headline,center,liftoff,9:00:26
2018-08-19,GP185F,Minilog,TD,headline,center,liftoff,9:54:07
2018-08-19,GP172F,Minilog,TD,headline,center,liftoff,11:31:41
2018-08-19,GP183F,Minilog,TD,headline,center,liftoff,12:44:11
2018-08-19,GP193F,Minilog,TD,headline,center,liftoff,14:06:45
2018-08-19,GP209F,Minilog,TD,headline,center,liftoff,15:27:49
2018-08-19,GP204F,Minilog,TD,headline,center,liftoff,16:32:11
2018-08-19,GP218F,Minilog,TD,headline,center,liftoff,18:03:52
2018-08-19,GP200F,Minilog,TD,headline,center,liftoff,19:10:07
2018-08-19,GP217F,Minilog,TD,headline,center,liftoff,20:16:22
2018-08-20,GP207F,Minilog,TD,headline,center,liftoff,6:07:35
2018-08-20,GP227F,Minilog,TD,headline,center,liftoff,7:12:30
2018-08-20,GP230F,Minilog,TD,headline,center,liftoff,7:56:33
2018-08-20,GP236A1,Minilog,TD,headline,center,liftoff,10:31:50
2018-08-20,GP243F,Minilog,TD,headline,center,liftoff,12:13:34
2018-08-20,GP249F,Minilog,TD,headline,center,liftoff,12:54:20
2018-08-20,GP261F,Minilog,TD,headline,center,liftoff,13:43:20
2018-08-20,GP257F,Minilog,TD,headline,center,liftoff,14:43:58
2018-08-20,GP247F,Minilog,TD,headline,center,liftoff,16:15:18
2018-08-20,GP258F,Minilog,TD,headline,center,liftoff,16:55:11
2018-08-20,GP281F,Minilog,TD,headline,center,liftoff,18:05:32
2018-08-20,GP278F,Minilog,TD,headline,center,liftoff,19:06:02
2018-08-20,GP287F,Minilog,TD,headline,center,liftoff,20:18:07
2018-08-21,GP303F,Minilog,TD,headline,center,liftoff,6:07:52
2018-08-21,GP300F,Minilog,TD,headline,center,liftoff,7:00:31
2018-08-25,GP190F,Minilog,TD,headline,center,liftoff,6:20:18
2018-08-25,GP196F,Minilog,TD,headline,center,liftoff,7:38:35
2018-08-25,GP188F,Minilog,TD,headline,center,liftoff,8:35:15
2018-08-25,GP161F,Minilog,TD,headline,center,liftoff,10:17:28
2018-08-25,GP160F,Minilog,TD,headline,center,liftoff,11:50:33
2018-08-25,GP146F,Minilog,TD,headline,center,liftoff,13:18:25
2018-08-25,GP116F,Minilog,TD,headline,center,liftoff,14:23:40
2018-08-25,GP140F,Minilog,TD,headline,center,liftoff,15:57:04
2018-08-25,GP117F,Minilog,TD,headline,center,liftoff,18:21:08
2018-08-25,GP097F,Minilog,TD,headline,center,liftoff,19:45:31
2018-08-26,GP090F,Minilog,TD,headline,center,liftoff,6:21:45
2018-08-26,GP079F,Minilog,TD,headline,center,liftoff,7:22:30
2018-08-26,GP104F,Minilog,TD,headline,center,liftoff,8:27:09
2018-08-26,GP108F,Minilog,TD,headline,center,liftoff,9:55:13
2018-08-26,GP091F,Minilog,TD,headline,center,liftoff,11:19:47
2018-08-26,GP093F,Minilog,TD,headline,center,liftoff,12:28:13
2018-08-26,GP102F,Minilog,TD,headline,center,liftoff,13:47:24
2018-08-26,GP119F,Minilog,TD,headline,center,liftoff,14:58:53
2018-08-26,GP132F,Minilog,TD,headline,center,liftoff,16:02:14
2018-08-26,GP148F,Minilog,TD,headline,center,liftoff,17:22:31
2018-08-26,GP137F,Minilog,TD,headline,center,liftoff,19:03:50
2018-08-27,GP173F,Minilog,TD,headline,center,liftoff,6:20:46
2018-08-27,GP171F,Minilog,TD,headline,center,liftoff,7:07:32
2018-08-27,GP155F,Minilog,TD,headline,center,liftoff,8:20:17
2018-08-27,GP145F,Minilog,TD,headline,center,liftoff,9:34:04
2018-08-27,GP131F,Minilog,TD,headline,center,liftoff,10:51:29
2018-08-27,GP135F,Minilog,TD,headline,center,liftoff,11:43:12
2018-08-27,GP136F,Minilog,TD,headline,center,liftoff,12:45:16
2018-08-27,GP129F,Minilog,TD,headline,center,liftoff,13:41:54
2018-08-27,GP144F,Minilog,TD,headline,center,liftoff,14:42:01
2018-08-27,GP168F,Minilog,TD,headline,center,liftoff,16:21:55
2018-08-27,GP178F,Minilog,TD,headline,center,liftoff,17:24:11
2018-08-27,GP175F,Minilog,TD,headline,center,liftoff,18:22:31
2018-08-27,GP195F,Minilog,TD,headline,center,liftoff,19:39:20
2018-08-28,GP216F,Minilog,TD,headline,center,liftoff,6:22:21
2018-08-28,GP223F,Minilog,TD,headline,center,liftoff,7:22:31
2018-08-28,GP228F,Minilog,TD,headline,center,liftoff,8:38:03
2018-08-28,GP242F,Minilog,TD,headline,center,liftoff,10:17:44
2018-08-28,GP253F,Minilog,TD,headline,center,liftoff,10:51:59
2018-08-28,GP239F,Minilog,TD,headline,center,liftoff,12:06:38
2018-08-28,GP224F,Minilog,TD,headline,center,liftoff,13:18:45
2018-08-28,GP222F,Minilog,TD,headline,center,liftoff,14:43:21
2018-08-28,GP211F,Minilog,TD,headline,center,liftoff,15:55:50
2018-08-28,GP212F,Minilog,TD,headline,center,liftoff,17:57:00
2018-09-01,GP213F,Minilog,TD,headline,center,liftoff,6:21:50
2018-09-01,GP205F,Minilog,TD,headline,center,liftoff,7:08:03
2018-09-01,GP194F,Minilog,TD,headline,center,liftoff,8:29:15
2018-09-01,GP186F,Minilog,TD,headline,center,liftoff,9:23:25
2018-09-01,GP167A1,Minilog,TD,headline,center,liftoff,12:04:49
2018-09-01,GP182F,Minilog,TD,headline,center,liftoff,13:44:13
2018-09-01,GP199F,Minilog,TD,headline,center,liftoff,15:04:08
2018-09-02,GP267F,Minilog,TD,headline,center,liftoff,7:03:37
2018-09-02,GP256F,Minilog,TD,headline,center,liftoff,8:37:46
2018-09-02,GP254F,Minilog,TD,headline,center,liftoff,9:36:24
2018-09-02,GP241F,Minilog,TD,headline,center,liftoff,11:06:57
2018-09-02,GP231F,Minilog,TD,headline,center,liftoff,12:31:41
2018-09-02,GP238F,Minilog,TD,headline,center,liftoff,13:51:42
2018-09-02,GP262F,Minilog,TD,headline,center,liftoff,15:31:07
2018-09-02,GP264F,Minilog,TD,headline,center,liftoff,16:11:33
2018-09-02,GP271F,Minilog,TD,headline,center,liftoff,17:53:50
2018-09-02,GP270F,Minilog,TD,headline,center,liftoff,18:55:47
2018-09-02,GP266F,Minilog,TD,headline,center,liftoff,19:48:37
2018-09-03,GP277F,Minilog,TD,headline,center,liftoff,6:25:19
2018-09-03,GP276A1,Minilog,TD,headline,center,liftoff,8:57:45
2018-09-03,GP284F,Minilog,TD,headline,center,liftoff,10:15:17
2018-09-03,GP294F,Minilog,TD,headline,center,liftoff,11:32:00
2018-09-03,GP301F,Minilog,TD,headline,center,liftoff,12:40:35
2018-09-03,GP280F,Minilog,TD,headline,center,liftoff,14:49:55
2018-09-03,GP272F,Minilog,TD,headline,center,liftoff,16:18:51
2018-09-03,GP289F,Minilog,TD,headline,center,liftoff,18:12:49
2018-09-03,GP298F,Minilog,TD,headline,center,liftoff,19:05:51
2018-09-07,GP292F,Minilog,TD,headline,center,liftoff,6:48:14
2018-09-07,GP286F,Minilog,TD,headline,center,liftoff,8:14:42
2018-09-07,GP274F,Minilog,TD,headline,center,liftoff,9:36:05
2018-09-07,GP265F,Minilog,TD,headline,center,liftoff,10:36:02
2018-09-07,GP268F,Minilog,TD,headline,center,liftoff,11:48:32
2018-09-07,GP259F,Minilog,TD,headline,center,liftoff,12:41:58
2018-09-07,GP248F,Minilog,TD,headline,center,liftoff,13:48:12
2018-09-07,GP263F,Minilog,TD,headline,center,liftoff,14:56:49
2018-09-07,GP245F,Minilog,TD,headline,center,liftoff,16:07:08
2018-09-07,GP233A2,Minilog,TD,headline,center,liftoff,19:01:00
2018-09-08,GP206A2,Minilog,TD,headline,center,liftoff,8:56:58
2018-09-10,GP202A1,Minilog,TD,headline,center,liftoff,7:52:55
2018-09-10,GP198A1,Minilog,TD,headline,center,liftoff,9:51:37
2018-09-10,GP215A2,Minilog,TD,headline,center,liftoff,12:59:36
2018-09-10,GP229A1,Minilog,TD,headline,center,liftoff,15:52:35
2018-09-10,GP225A1,Minilog,TD,headline,center,liftoff,18:27:46
2018-09-11,GP210A2,Minilog,TD,headline,center,liftoff,8:53:45
2018-09-11,GP221A1,Minilog,TD,headline,center,liftoff,11:26:55
2018-09-11,GP232F,Minilog,TD,headline,center,liftoff,13:12:11
2018-09-12,GP255F,Minilog,TD,headline,center,liftoff,7:16:31
2018-09-12,GP244F,Minilog,TD,headline,center,liftoff,12:46:27
2018-09-12,GP246F,Minilog,TD,headline,center,liftoff,13:40:38
2018-09-12,GP252F,Minilog,TD,headline,center,liftoff,15:18:24
2018-09-12,GP275F,Minilog,TD,headline,center,liftoff,16:37:04
2018-09-12,GP279F,Minilog,TD,headline,center,liftoff,17:45:37
2018-09-12,GP285F,Minilog,TD,headline,center,liftoff,18:57:52
2018-09-13,GP308F,Minilog,TD,headline,center,liftoff,6:36:38
2018-09-13,GP314F,Minilog,TD,headline,center,liftoff,7:25:24
2018-09-13,GP310F,Minilog,TD,headline,center,liftoff,8:21:03
2018-09-13,GP321F,Minilog,TD,headline,center,liftoff,9:17:51
2018-09-13,GP328F,Minilog,TD,headline,center,liftoff,10:32:39
2018-09-13,GP338F,Minilog,TD,headline,center,liftoff,11:51:03
2018-09-13,GP337F,Minilog,TD,headline,center,liftoff,12:51:22
2018-09-13,GP345F,Minilog,TD,headline,center,liftoff,13:57:44
2018-09-13,GP347F,Minilog,TD,headline,center,liftoff,14:56:46
2018-09-13,GP355F,Minilog,TD,headline,center,liftoff,16:56:49
2018-09-13,GP349F,Minilog,TD,headline,center,liftoff,18:59:53
2018-09-14,GP348F,Minilog,TD,headline,center,liftoff,6:45:16
2018-09-14,GP343F,Minilog,TD,headline,center,liftoff,7:59:48
2018-09-14,GP333F,Minilog,TD,headline,center,liftoff,9:22:52
2018-09-14,GP329F,Minilog,TD,headline,center,liftoff,10:30:31
2018-09-14,GP339F,Minilog,TD,headline,center,liftoff,11:50:06
2018-09-14,GP340F,Minilog,TD,headline,center,liftoff,13:00:37
2018-09-14,GP336F,Minilog,TD,headline,center,liftoff,14:26:30
2018-09-14,GP332F,Minilog,TD,headline,center,liftoff,15:30:08
2018-09-14,GP327F,Minilog,TD,headline,center,liftoff,16:18:31
2018-09-14,GP317F,Minilog,TD,headline,center,liftoff,17:36:01
2018-09-14,GP311F,Minilog,TD,headline,center,liftoff,18:25:48
2018-09-14,GP307F,Minilog,TD,headline,center,liftoff,19:40:04
2018-09-15,GP322F,Minilog,TD,headline,center,liftoff,6:42:41
2018-09-15,GP330F,Minilog,TD,headline,center,liftoff,8:17:45
2018-09-15,GP318F,Minilog,TD,headline,center,liftoff,9:46:08
2018-09-15,GP309F,Minilog,TD,headline,center,liftoff,11:10:24
2018-09-15,GP304F,Minilog,TD,headline,center,liftoff,12:43:44
2018-09-15,GP302F,Minilog,TD,headline,center,liftoff,13:55:54
2018-09-15,GP297F,Minilog,TD,headline,center,liftoff,15:32:15
2018-09-15,GP296F,Minilog,TD,headline,center,liftoff,16:18:43
