date,probe,location,position,event,tow.id,time
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP317F,16:21:43
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP307F,17:26:08 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP307F,17:31:29
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP327F,18:47:32 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP327F,18:53:08
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP338F,06:34:50 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP338F,06:40:07
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP322F,07:55:47 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP322F,08:01:03
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP309F,09:18:33 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP309F,09:23:52
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP318F,10:24:05 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP318F,10:29:28
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP332F,11:46:00 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP332F,11:51:10
2024-09-15,Star Oddi DST-TD,footrope,center,touchdown,GP330F,12:53:28 
2024-09-15,Star Oddi DST-TD,footrope,center,liftoff,GP330F,12:58:26
