date,probe,location,position,event,tow.id,time
2024-07-16,Star Oddi DST-TD,footrope,center,liftoff,GP227F,15:43:30
2024-07-16,Star Oddi DST-TD,footrope,center,touchdown,GP230F,16:29:24
2024-07-16,Star Oddi DST-TD,footrope,center,liftoff,GP230F,16:34:07
2024-07-16,Star Oddi DST-TD,footrope,center,touchdown,GP243F,20:23:18
2024-07-16,Star Oddi DST-TD,footrope,center,liftoff,GP243F,20:28:28
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP261F,05:18:10
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP261F,05:24:12
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP257F,06:21:36
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP257F,06:26:57
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP278F,07:58:05
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP278F,08:03:28
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP281F,09:04:42
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP281F,09:09:54
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP258F,10:28:58
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP258F,10:34:08
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP247F,11:23:04
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP247F,11:28:02
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP223F,12:55:29
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP223F,13:00:35
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP216F,14:29:03
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP216F,14:34:29
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP228F,15:39:16
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP228F,15:44:28
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP242F,17:20:31
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP242F,17:26:02
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP253F,17:58:04
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP253F,18:03:14
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP239F,19:00:11
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP239F,19:05:29
2024-07-17,Star Oddi DST-TD,footrope,center,touchdown,GP224F,20:24:35
2024-07-17,Star Oddi DST-TD,footrope,center,liftoff,GP224F,20:29:43
2024-07-18,Star Oddi DST-TD,footrope,center,touchdown,GP219F,05:22:48
2024-07-18,Star Oddi DST-TD,footrope,center,liftoff,GP219F,05:28:14
2024-07-18,Star Oddi DST-TD,footrope,center,touchdown,GP212F,06:40:46
2024-07-18,Star Oddi DST-TD,footrope,center,liftoff,GP212F,06:46:10
2024-07-18,Star Oddi DST-TD,footrope,center,touchdown,GP221F,08:31:20
2024-07-18,Star Oddi DST-TD,footrope,center,liftoff,GP221F,08:36:26
2024-07-18,Star Oddi DST-TD,footrope,center,touchdown,GP232F,10:06:08
2024-07-18,Star Oddi DST-TD,footrope,center,liftoff,GP232F,10:11:14
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP245F,05:20:11
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP245F,05:25:45
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP248F,06:34:07
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP248F,06:39:13
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP263F,07:34:42
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP263F,07:39:55
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP259F,08:46:22
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP259F,08:52:04
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP292F,10:11:22
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP292F,10:18:12
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP265F,16:59:38
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP265F,17:04:58
2024-07-25,Star Oddi DST-TD,footrope,center,touchdown,GP234F,18:12:15
2024-07-25,Star Oddi DST-TD,footrope,center,liftoff,GP234F,18:17:30
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP233F,05:36:37
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP233F,05:41:50
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP220F,08:40:57
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP220F,08:46:12
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP214F,09:55:27
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP214F,10:00:52
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP192F,11:27:47
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP192F,11:33:08
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP197F,12:20:26
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP197F,12:25:53
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP189F,13:42:13
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP189F,13:47:27
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP162F,15:04:05
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP162F,15:09:13
2024-07-26,Star Oddi DST-TD,footrope,center,touchdown,GP174F,17:44:37
2024-07-26,Star Oddi DST-TD,footrope,center,liftoff,GP174F,17:49:43
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP170F,05:26:51
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP170F,05:32:02
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP154F,07:04:36 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP154F,07:09:46
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP133F,08:02:22 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP133F,08:07:43
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP141F,08:58:54 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP141F,09:04:13
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP128FR1,11:07:36 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP128FR1,11:12:52
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP123F,12:33:59 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP123F,12:39:05
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP147F,13:54:17 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP147F,13:59:31
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP149F,14:57:44 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP149F,15:02:56
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP158F,15:56:03 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP158F,16:01:19
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP159F,18:20:15 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP159F,18:25:25
2024-07-27,Star Oddi DST-TD,footrope,center,touchdown,GP184F,19:32:46 
2024-07-27,Star Oddi DST-TD,footrope,center,liftoff,GP184F,19:37:57
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP202FR1,06:30:42 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP202FR1,06:35:51
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP206F,07:48:35 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP206F,07:53:53
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP198FR1,10:26:48 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP198FR1,10:31:59
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP176FR2,14:36:41 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP176FR2,14:42:24
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP179F,15:40:19 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP179F,15:45:27
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP163F,17:15:11 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP163F,17:20:20
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP164F,18:18:57 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP164F,18:24:07
2024-07-28,Star Oddi DST-TD,footrope,center,touchdown,GP151F,19:20:32 
2024-07-28,Star Oddi DST-TD,footrope,center,liftoff,GP151F,19:25:32
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP150F,06:01:01 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP150F,06:06:16
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP127F,07:38:15 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP127F,07:43:29
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP125F,08:42:55 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP125F,08:48:19
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP113F,09:58:32 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP113F,10:03:55
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP099F,11:46:17 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP099F,11:51:37
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP094FR1,14:13:55 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP094FR1,14:19:18
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP084F,15:49:26 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP084F,15:54:40
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP077F,17:01:21 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP077F,17:06:25
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP068F,18:26:42 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP068F,18:32:01
2024-07-29,Star Oddi DST-TD,footrope,center,touchdown,GP088F,19:34:01 
2024-07-29,Star Oddi DST-TD,footrope,center,liftoff,GP088F,19:39:16
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP124F,05:33:44 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP124F,05:38:59
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP105FR2,08:40:10 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP105FR2,08:45:02
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP080FR2,14:26:00 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP080FR2,14:31:19
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP076F,15:49:48 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP076F,15:54:40
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP061F,16:57:58 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP061F,17:03:16
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP049F,18:06:11 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP049F,18:11:32
2024-07-30,Star Oddi DST-TD,footrope,center,touchdown,GP024F,20:13:02 
2024-07-30,Star Oddi DST-TD,footrope,center,liftoff,GP024F,20:18:26
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP026F,05:42:43 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP026F,05:48:12
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP036F,06:43:18 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP036F,06:49:03
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP025F,08:05:08 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP025F,08:10:29
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP016F,09:44:41 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP016F,09:49:56
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP023F,11:02:22 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP023F,11:07:36
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP019F,12:08:41 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP019F,12:14:05
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP018F,13:13:01 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP018F,13:18:15
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP028F,14:45:47 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP028F,14:51:01
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP044FR1,17:15:07 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP044FR1,17:20:11
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP046F,18:28:33 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP046F,18:33:49
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP067F,19:37:14 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP067F,19:42:33
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP048F,20:31:10 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP048F,20:36:18
2024-07-31,Star Oddi DST-TD,footrope,center,touchdown,GP048F,20:31:07 
2024-07-31,Star Oddi DST-TD,footrope,center,liftoff,GP048F,20:36:18
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP066F,05:38:41 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP066F,05:44:19
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP050F,06:41:20 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP050F,06:46:55
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP032FR1,08:35:12 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP032FR1,08:40:25
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP047F,09:42:16 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP047F,09:47:33
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP040F,11:27:42 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP040F,11:33:06
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP022F,12:21:29 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP022F,12:27:02
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP030F,13:10:30 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP030F,13:15:50
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP042F,14:32:27 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP042F,14:38:05
2024-08-01,Star Oddi DST-TD,footrope,center,touchdown,GP041F,15:23:04 
2024-08-01,Star Oddi DST-TD,footrope,center,liftoff,GP041F,15:28:22
2024-08-02,Star Oddi DST-TD,footrope,center,touchdown,GP008F,05:40:32 
2024-08-02,Star Oddi DST-TD,footrope,center,liftoff,GP008F,05:45:37
2024-08-02,Star Oddi DST-TD,footrope,center,touchdown,GP011F,06:40:45 
2024-08-02,Star Oddi DST-TD,footrope,center,liftoff,GP011F,06:45:52
2024-08-02,Star Oddi DST-TD,footrope,center,touchdown,GP009F,07:42:57 
2024-08-02,Star Oddi DST-TD,footrope,center,liftoff,GP009F,07:48:13
2024-08-06,Star Oddi DST-TD,footrope,center,touchdown,GP006F,15:52:37 
2024-08-06,Star Oddi DST-TD,footrope,center,liftoff,GP006F,15:58:15
2024-08-06,Star Oddi DST-TD,footrope,center,touchdown,GP002F,17:27:33 
2024-08-06,Star Oddi DST-TD,footrope,center,liftoff,GP002F,17:32:13
2024-08-06,Star Oddi DST-TD,footrope,center,touchdown,GP004F,19:13:52 
2024-08-06,Star Oddi DST-TD,footrope,center,liftoff,GP004F,19:17:53
2024-08-06,Star Oddi DST-TD,footrope,center,touchdown,GP003F,20:10:34 
2024-08-06,Star Oddi DST-TD,footrope,center,liftoff,GP003F,20:15:45
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP001F,05:42:40 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP001F,05:47:43
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP005F,07:18:20 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP005F,07:23:38
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP007F,08:14:20 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP007F,08:19:18
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP010F,09:46:35 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP010F,09:51:58
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP012F,10:59:22 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP012F,11:04:10
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP013F,12:48:43 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP013F,12:54:00
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP015F,14:22:33 
