date,probe,location,position,event,tow.id,time
2023-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP056F,10:29:19
2023-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP057F,11:58:20
2023-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP057F,12:03:21
2023-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP033F,12:56:27
2023-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP033F,13:01:44
2023-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP027F,13:56:23
2023-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP027F,14:01:17
2023-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP034F,15:11:37
2023-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP034F,15:17:13
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP059F,11:34:51
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP059F,11:39:58
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP065F,13:02:09
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP065F,13:07:17
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP086F,14:45:04
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP086F,14:50:02
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP103F,15:44:07
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP103F,15:49:08
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP073F,18:56:27
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP073F,19:00:42
2023-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP058F,19:52:15
2023-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP058F,19:57:19
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP029F,05:59:16
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP029F,06:04:19
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP037F,07:01:18
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP037F,07:06:27
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP071F,08:28:05
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP071F,08:32:48
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP118F,09:41:32
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP118F,09:46:34
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP075F,11:09:58
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP075F,11:15:06
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP139F,12:58:48
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP139F,13:03:57
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP114F,13:49:52
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP114F,13:54:49
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP101F,15:11:20
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP101F,15:16:15
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP087F,16:56:52
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP087F,17:02:02
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP069F,18:31:05
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP069F,18:36:10
2023-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP063F,20:20:48
2023-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP063F,20:25:49
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP092F,06:01:51
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP092F,06:06:55
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP100FR1,08:20:07
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP100FR1,08:25:15
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP126F,09:50:08
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP126F,09:55:13
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP143F,10:45:48
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP143F,10:50:59
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP157F,11:57:17
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP157F,12:02:21
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP172F,13:00:50
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP172F,13:06:02
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP183F,14:01:18
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP183F,14:06:26
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP204F,15:09:22
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP204F,15:14:40
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP236F,16:38:25
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP236F,16:43:38
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP243F,18:22:30
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP243F,18:27:38
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP257F,19:16:23
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP257F,19:21:16
2023-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP261F,20:10:33
2023-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP261F,20:15:42
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP278F,06:10:25
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP278F,06:15:58
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP247F,10:42:21
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP247F,10:47:29
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP223F,12:05:46
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP223F,12:10:54
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP209F,16:05:08
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP209F,16:10:19
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP193F,17:04:09
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP193F,17:09:17
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP178F,18:10:50
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP178F,18:16:03
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP168F,19:18:42
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP168F,19:23:52
2023-08-15,Star Oddi DST-TD,footrope,center,touchdown,GP175F,20:31:22
2023-08-15,Star Oddi DST-TD,footrope,center,liftoff,GP175F,20:36:27
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP195F,06:02:55
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP195F,06:08:12
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP216F,07:40:02
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP216F,07:45:13
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP228F,08:55:54
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP228F,09:01:09
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP242F,10:44:49
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP242F,10:49:56
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP253F,11:20:03
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP253F,11:25:11
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP239F,12:06:32
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP239F,12:11:45
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP224F,13:19:37
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP224F,13:24:43
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP213F,14:29:26
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP213F,14:34:44
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP205F,15:21:34
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP205F,15:26:53
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP222F,16:40:08
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP222F,16:45:26
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP211F,17:50:04
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP211F,17:55:20
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP219F,19:07:14
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP219F,19:12:23
2023-08-16,Star Oddi DST-TD,footrope,center,touchdown,GP212F,20:08:19
2023-08-16,Star Oddi DST-TD,footrope,center,liftoff,GP212F,20:13:34
2023-08-17,Star Oddi DST-TD,footrope,center,touchdown,GP215FR1,06:59:16
2023-08-17,Star Oddi DST-TD,footrope,center,liftoff,GP215FR1,07:04:31
2023-08-17,Star Oddi DST-TD,footrope,center,touchdown,GP240F,08:26:28
2023-08-17,Star Oddi DST-TD,footrope,center,liftoff,GP240F,08:31:29
2023-08-17,Star Oddi DST-TD,footrope,center,touchdown,GP221F,09:26:35
2023-08-17,Star Oddi DST-TD,footrope,center,liftoff,GP221F,09:31:43
2023-08-17,Star Oddi DST-TD,footrope,center,touchdown,GP232F,10:20:52
2023-08-17,Star Oddi DST-TD,footrope,center,liftoff,GP232F,10:26:02
