year,month,day,tow.id,crab.number,sex,shell.condition,body.part,colour.L,colour.a,colour.b,durometer,comment
2018,9,14,GP311F,10,1,4,chela,23,0.3609,0.3704,71,
2018,9,14,GP311F,11,1,3,chela,29.42,0.3259,0.3397,91,
2018,9,14,GP311F,12,1,2,chela,29.71,0.3118,0.3241,77,
2018,9,14,GP311F,20,1,1,chela,19.61,0.322,0.3331,71,
2018,9,14,GP311F,35,1,3M,chela,25.42,0.3374,0.35,85,
2018,9,14,GP317F,13,1,3,chela,27.22,0.3254,0.3399,82,
2018,9,14,GP317F,18,1,2,chela,29.49,0.3129,0.3256,84,
2018,9,14,GP317F,19,1,2,chela,32.75,0.3193,0.3336,87,
2018,9,14,GP317F,20,1,3M,chela,25.4,0.3632,0.3731,86,
2018,9,14,GP317F,21,1,3m,chela,28.92,0.3291,0.3431,83,
2018,9,14,GP317F,32,1,3,chela,30.8,0.333,0.3473,82,
2018,9,14,GP317F,34,1,1,chela,21.41,0.3234,0.3341,66,
2018,9,14,GP317F,56,1,1,chela,32.72,0.3206,0.3347,47,
2018,9,14,GP327F,4,1,1,chela,20.66,0.3182,0.3311,61,
2018,9,14,GP327F,6,1,2,chela,33.27,0.3086,0.3226,86,
2018,9,14,GP327F,7,1,2m,chela,19.3,0.3375,0.3467,64,
2018,9,14,GP327F,8,1,1,chela,32.03,0.3062,0.3206,78,
2018,9,14,GP327F,18,1,2m,chela,18.49,0.3497,0.3541,70,
2018,9,14,GP327F,27,1,3,chela,32.16,0.3476,0.3585,86,
2018,9,14,GP329F,3,1,2,chela,36.12,0.3112,0.3234,87,
2018,9,14,GP329F,4,1,4,chela,20.56,0.3524,0.3606,76,
2018,9,14,GP329F,8,1,3,chela,30.48,0.3226,0.3373,81,
2018,9,14,GP332F,1,1,1,chela,22.76,0.3129,0.3255,58,
2018,9,14,GP332F,2,1,2M,chela,17.62,0.3342,0.3443,67,
2018,9,14,GP332F,3,1,2M,chela,14.12,0.3566,0.3604,63,
2018,9,14,GP332F,6,1,1,chela,20.78,0.3171,0.3302,70,
2018,9,14,GP332F,7,1,2,chela,16.96,0.3486,0.3558,71,
2018,9,14,GP333F,2,1,4,chela,18.02,0.3705,0.3758,78,
2018,9,14,GP333F,20,1,2,chela,31.93,0.3148,0.3305,83,
2018,9,14,GP333F,25,1,2M,chela,15.04,0.334,0.3424,63,
2018,9,14,GP333F,26,1,3M,chela,28.26,0.3174,0.3281,87,
2018,9,14,GP333F,27,1,3,chela,34.58,0.3267,0.3433,90,
2018,9,14,GP333F,28,1,3,chela,26.65,0.3237,0.3388,81,
2018,9,14,GP333F,29,1,3M,chela,30.58,0.3233,0.3382,87,
2018,9,14,GP333F,32,1,2,chela,25.22,0.3217,0.3364,83,
2018,9,14,GP333F,39,1,4,chela,25.2,0.3365,0.3502,84,
2018,9,14,GP333F,52,1,1,chela,31.26,0.3081,0.3213,65,
2018,9,14,GP336F,1,1,1,chela,34.64,0.3191,0.328,61,
2018,9,14,GP336F,2,1,3,chela,30.09,0.3274,0.3419,89,
2018,9,14,GP336F,3,1,3M,chela,25.61,0.3523,0.3631,88,
2018,9,14,GP336F,4,1,3M,chela,33.9,0.3292,0.3432,87,
2018,9,14,GP336F,5,1,3,chela,30.57,0.3429,0.3536,92,
2018,9,14,GP336F,11,1,1,chela,37.29,0.3188,0.3331,68,
2018,9,14,GP336F,14,1,2,chela,26.85,0.3386,0.3499,89,
2018,9,14,GP336F,25,1,2m,chela,17.37,0.3442,0.3492,65,
2018,9,14,GP339F,1,1,1,chela,25.33,0.3043,0.3182,56,
2018,9,14,GP339F,2,1,2,chela,34.41,0.3065,0.3214,88,
2018,9,14,GP339F,3,1,3,chela,33.03,0.3133,0.331,89,
2018,9,14,GP339F,4,1,2,chela,30.31,0.3174,0.3291,87,
2018,9,14,GP339F,6,1,1,chela,24.95,0.3118,0.323,64,
2018,9,14,GP339F,10,1,3,chela,29.39,0.3166,0.3331,84,
2018,9,14,GP339F,27,1,3M,chela,24.97,0.3413,0.3551,84,
2018,9,14,GP340F,1,1,1,chela,31.67,0.3123,0.3266,75,
2018,9,14,GP340F,3,1,2,chela,13.39,0.3535,0.36,68,
2018,9,14,GP340F,4,1,2M,chela,17.53,0.3361,0.346,63,
2018,9,14,GP340F,7,1,2M,chela,16.25,0.3466,0.3555,66,
2018,9,14,GP340F,8,1,1,chela,32.92,0.3107,0.3259,82,
2018,9,14,GP340F,9,1,3,chela,27.88,0.3359,0.3494,85,
2018,9,14,GP340F,10,1,3M,chela,26.9,0.3263,0.3407,80,
2018,9,14,GP340F,13,1,3,chela,31.51,0.317,0.3328,90,
2018,9,14,GP340F,20,1,2,chela,17.02,0.3451,0.3525,68,
2018,9,14,GP343F,2,1,2,chela,28.98,0.315,0.333,78,
2018,9,14,GP343F,3,1,2,chela,20.1,0.3263,0.3402,69,
2018,9,15,GP288F,11,1,2M,chela,20.18,0.3453,0.3547,58,
2018,9,15,GP288F,14,1,2,chela,22.19,0.3326,0.3439,77,
2018,9,15,GP288F,15,1,1,chela,24.14,0.3212,0.3326,69,
2018,9,15,GP288F,30,1,3M,chela,26.19,0.3498,0.3599,85,
2018,9,15,GP288F,31,1,3,chela,33.04,0.3296,0.3426,84,
2018,9,15,GP288F,75,1,3,chela,35.59,0.3227,0.3366,88,
2018,9,15,GP288F,98,1,1,chela,31.92,0.3223,0.3355,67,
2018,9,15,GP291F,7,1,2,chela,35.89,0.3286,0.3382,80,
2018,9,15,GP291F,17,1,2,chela,31.53,0.3154,0.3268,83,
2018,9,15,GP291F,23,1,1,chela,24.02,0.3136,0.326,64,
2018,9,15,GP291F,67,1,5,chela,17.77,0.35,0.3598,70,
2018,9,15,GP296F,3,1,1,chela,32.21,0.3012,0.3171,56,
2018,9,15,GP296F,4,1,3,chela,36.01,0.3076,0.3231,81,
2018,9,15,GP296F,5,1,3M,chela,22.8,0.331,0.3421,75,
2018,9,15,GP296F,6,1,2,chela,35.08,0.3016,0.3164,80,
2018,9,15,GP296F,7,1,1,chela,37.31,0.3025,0.3183,57,
2018,9,15,GP296F,30,1,1,chela,35.94,0.309,0.3252,68,
2018,9,15,GP296F,76,1,3,chela,33.51,0.3169,0.3309,82,
2018,9,15,GP296F,99,1,2,chela,34.29,0.3061,0.321,77,
2018,9,15,GP297F,12,1,3,chela,37.66,0.309,0.3267,83,
2018,9,15,GP297F,13,1,3,chela,37.57,0.306,0.3219,82,
2018,9,15,GP297F,123,1,1,chela,35.35,0.3048,0.3216,61,
2018,9,15,GP297F,125,1,2,chela,33.8,0.3098,0.3237,85,
2018,9,15,GP297F,138,1,2,chela,20.76,0.3252,0.3366,70,
2018,9,15,GP297F,141,1,1,chela,33.52,0.3159,0.3302,67,
2018,9,15,GP302F,37,1,3M,chela,26.27,0.3338,0.3456,78,
2018,9,15,GP302F,94,1,3M,chela,25.27,0.3242,0.3384,83,
2018,9,15,GP302F,95,1,3,chela,36.43,0.3165,0.3316,86,
2018,9,15,GP302F,106,1,2,chela,34.49,0.3093,0.3259,84,
2018,9,15,GP302F,119,1,3,chela,27.64,0.3264,0.3402,83,
2018,9,15,GP302F,120,1,1,chela,29.31,0.3082,0.3219,64,
2018,9,15,GP302F,127,1,2,chela,32.85,0.3104,0.324,87,
2018,9,15,GP302F,133,1,2M,chela,26.38,0.3282,0.3421,76,
2018,9,15,GP304F,70,1,2,chela,37.04,0.3098,0.3268,78,
2018,9,15,GP304F,71,1,4,chela,20.06,0.351,0.3628,70,
2018,9,15,GP304F,73,1,1,chela,31.11,0.3145,0.3283,73,
2018,9,15,GP309F,27,1,2,chela,34.33,0.3158,0.3305,85,
2018,9,15,GP309F,28,1,1,chela,33.25,0.3092,0.3244,72,
2018,9,15,GP309F,29,1,2M,chela,18.16,0.3528,0.3604,66,
2018,9,15,GP309F,31,1,2M,chela,17.49,0.3407,0.3442,63,
2018,9,15,GP309F,32,1,2,chela,34.67,0.312,0.3274,70,
2018,9,15,GP318F,1,1,1,chela,35.4,0.3238,0.3373,58,
2018,9,15,GP318F,2,1,2,chela,37.08,0.3274,0.3399,84,
2018,9,15,GP318F,4,1,2M,chela,17.69,0.3695,0.3677,66,
2018,9,15,GP318F,6,1,2,chela,32.4,0.3095,0.3242,83,
2018,9,15,GP318F,11,1,1,chela,34.91,0.3081,0.3232,82,
2018,9,15,GP318F,13,1,2M,chela,29.58,0.3273,0.3408,73,
2018,9,15,GP318F,17,1,2M,chela,15.53,0.3459,0.3535,60,
2018,9,15,GP318F,47,1,3,chela,28.43,0.3312,0.3448,86,
2018,9,15,GP318F,48,1,3,chela,28.25,0.3369,0.3497,90,
2018,9,15,GP318F,67,1,4,chela,16.63,0.3507,0.3579,58,
2018,9,15,GP322F,2,1,1,chela,36.22,0.3094,0.3255,58,
2018,9,15,GP322F,3,1,2,chela,37.2,0.3159,0.3307,84,
2018,9,15,GP322F,4,1,3M,chela,26.94,0.3464,0.359,87,
2018,9,15,GP322F,5,1,1,chela,31.55,0.3095,0.3229,67,
2018,9,15,GP322F,7,1,3m,chela,27.61,0.3306,0.3444,83,
2018,9,15,GP322F,11,1,2m,chela,15.53,0.344,0.3524,64,
2018,9,15,GP322F,32,1,2,chela,28.85,0.3254,0.3386,76,
2018,9,15,GP322F,38,1,3,chela,35.88,0.3115,0.3267,89,
2018,9,15,GP322F,45,1,4,chela,19.24,0.3456,0.3533,69,
2018,9,16,GP283F,2,1,2,chela,33.34,0.318,0.3326,81,
2018,9,16,GP283F,3,1,1,chela,33.58,0.3136,0.3284,59,
2018,9,16,GP283F,5,1,2,chela,31.66,0.3349,0.3475,75,
2018,9,16,GP283F,6,1,2M,chela,26.45,0.341,0.3543,79,
2018,9,16,GP283F,7,1,3M,chela,26.64,0.3566,0.3659,83,
2018,9,16,GP283F,21,1,3M,chela,29.4,0.3389,0.3519,92,
2018,9,16,GP283F,22,1,1,chela,24.45,0.3283,0.3399,70,
2018,9,16,GP283F,26,1,2M,chela,27.56,0.3374,0.3507,87,
2018,9,16,GP283F,27,1,3M,chela,22.88,0.3515,0.3588,87,
2018,9,16,GP283F,29,1,3,chela,24.37,0.3393,0.3501,78,
2018,9,16,GP283F,75,1,4,chela,19.47,0.3631,0.3656,86,
2018,9,16,GP299F,11,1,3M,chela,37.35,0.3268,0.3393,92,
2018,9,16,GP299F,13,1,3,chela,31.46,0.3639,0.3708,84,
2018,9,16,GP299F,20,1,3,chela,34.85,0.3197,0.3335,84,
2018,9,16,GP299F,21,1,2M,chela,19.32,0.3499,0.3563,77,
2018,9,16,GP299F,25,1,3M,chela,27.72,0.3364,0.3486,85,
2018,9,16,GP299F,32,1,1,chela,33.81,0.3098,0.3245,69,
2018,9,16,GP299F,34,1,1,chela,36.65,0.3063,0.3215,70,
2018,9,16,GP299F,35,1,2,chela,41,0.3144,0.3299,79,
2018,9,16,GP299F,217,1,2M,chela,26.59,0.3529,0.3624,73,
2018,9,16,GP299F,218,1,2,chela,23.22,0.3272,0.3379,69,
2018,9,16,GP305F,10,1,4,chela,25.3,0.366,0.3705,85,
2018,9,16,GP305F,11,1,2M,chela,20.82,0.3503,0.3581,76,
2018,9,16,GP305F,13,1,4,chela,19.02,0.3643,0.3678,83,
2018,9,16,GP305F,18,1,1,chela,23.18,0.3287,0.3391,69,
2018,9,16,GP305F,19,1,3M,chela,26.39,0.3428,0.3526,86,
2018,9,16,GP305F,20,1,3M,chela,25.03,0.3549,0.3635,84,
2018,9,16,GP306F,2,1,3M,chela,25.51,0.3455,0.3559,82,
2018,9,16,GP306F,3,1,3M,chela,30.99,0.3433,0.3567,79,
2018,9,16,GP306F,5,1,2M,chela,19.59,0.3413,0.3506,70,
2018,9,16,GP306F,9,1,2M,chela,22.16,0.3289,0.3401,67,
2018,9,16,GP306F,11,1,4,chela,24.66,0.3735,0.375,85,
2018,9,16,GP306F,17,1,4,chela,22.98,0.3798,0.3805,83,
2018,9,16,GP306F,43,1,3,chela,29.96,0.3431,0.3551,86,
2018,9,16,GP306F,55,1,1,chela,21.8,0.3212,0.3334,67,
2018,9,16,GP306F,56,1,1,chela,31.01,0.3149,0.3278,71,
2018,9,16,GP306F,72,1,3,chela,28.09,0.3464,0.3566,87,
2018,9,16,GP319F,10,1,3M,chela,26.24,0.3541,0.3622,86,
