"date","zone","tow.number","tow.id","valid","start.time.logbook","stop.time.logbook","start.time","stop.time","haul.time","touchdown.time","liftoff.time","longitude","latitude","longitude.start","longitude.stop","latitude.start","latitude.stop","longitude.start.logbook","longitude.stop.logbook","latitude.start.logbook","latitude.stop.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment"
"2020-08-04","12",2,"GP009F",1,"07:03:12","07:08:11","        ","        ","07:10:13","07:03:05","07:08:44",NA,NA,-6459.3712,-6459.0886,4753.2132,4753.2027,-6459.365,-6459.088,4753.2132,4753.2027,27,0.46,75,2966,"model",0,NA,"Variable 2 a 2.4 noeuds"
"2020-08-08","12",1,"GP013F",0,"05:56:49","06:01:52","        ","        ","06:05:26","        ","        ",NA,NA,NA,NA,NA,NA,-6440.705,-6440.439,4814.5865,4814.582,51,0.58,150,NA,"",0,NA,"Chalut déchiré (poche) - force a cause de vase ~ 2.2 kts"
"2020-08-08","12",2,"GP013A1",1,"07:13:54","07:18:57","        ","        ","07:21:54","07:13:46","07:21:29",NA,NA,-6437.2379,-6436.9728,4811.3069,4811.3349,-6437.227,-6436.972,4811.3084,4811.3349,50,0.5,150,2287,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",3,"GP017F",1,"08:25:18","08:30:17","        ","        ","08:33:18","08:25:14","08:33:00",NA,NA,-6425.4786,-6425.2156,4811.7989,4811.8307,-6425.474,-6425.215,4811.7994,4811.8307,52,0.62,150,2136,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-08","12",4,"GP021F",1,"09:28:20","09:33:21","        ","        ","09:37:22","09:28:09","09:36:40",NA,NA,-6418.535,-6418.2659,4815.0894,4815.0986,-6418.523,-6418.265,4815.0206,4815.0986,57,0.62,175,1939,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",5,"GP020F",1,"10:21:26","10:26:29","        ","        ","10:31:05","10:21:22","10:29:47",NA,NA,-6420.1313,-6420.3918,4816.2218,4816.2534,-6420.138,-6420.391,4816.2236,4816.2534,60,0.74,175,2143,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",6,"GP014F",1,"11:20:03","11:25:06","        ","        ","11:29:05","11:19:58","11:28:17",NA,NA,-6421.6636,-6421.9174,4820.6295,4820.6915,-6421.67,-6421.917,4820.6328,4820.6915,61,0.62,175,2188,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",7,"GP034F",1,"13:30:45","13:35:47","        ","        ","13:37:50","13:30:42","13:36:04",NA,NA,-6407.0318,-6407.0713,4827.2216,4827.0448,-6407.033,-6407.072,4827.2175,4827.0429,35,2.06,100,2826,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-08","12",8,"GP027F",1,"14:51:13","14:56:14","        ","        ","14:58:37","14:51:09","14:58:40",NA,NA,-6410.5901,-6410.7978,4832.213,4832.317,-6410.59,-6410.802,4832.2161,4832.3186,44,0.97,125,2153,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",9,"GP033F",1,"15:46:51","15:51:53","        ","        ","15:55:46","15:46:46","15:54:47",NA,NA,-6407.6993,-6407.4545,4832.327,4832.3741,-6407.691,-6407.454,4832.3314,4832.3741,55,0.94,175,2062,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-08","12",10,"GP057F",1,"17:02:57","17:07:59","        ","        ","17:11:06","17:03:35","17:09:46",NA,NA,-6359.5192,-6359.4215,4833.4922,4833.3489,-6359.53,-6359.421,4833.5134,4833.3489,50,1.1,100,2364,"model",0,NA,"Force ~ 2.2 kts"
"2020-08-08","12",11,"GP038F",1,"18:07:41","18:12:41","        ","        ","18:15:47","18:07:35","18:14:24",NA,NA,-6400.6255,-6400.5821,4836.3578,4836.1748,-6400.624,-6400.582,4836.3544,4836.1748,47,0.9,150,2617,"average",0,NA,"Force ~ 2.2 kts"
"2020-08-08","12",12,"GP035F",1,"20:03:58","20:08:56","        ","        ","20:11:41","20:03:48","20:10:24",NA,NA,-6403.83,-6403.8519,4845.3905,4845.2028,-6403.83,-6403.851,4845.3827,4845.2028,43,0.18,125,2479,"average",0,NA,"Force ~ 2.2 kts"
"2020-08-09","12",1,"GP054F",1,"05:59:14","06:04:18","        ","        ","06:10:19","05:59:07","06:06:40",NA,NA,-6357.4807,-6357.3628,4843.9637,4843.7999,-6357.477,-6357.362,4843.9581,4843.7999,80,3.68,225,2621,"model",0,NA,"Force ~ 2.1 kts"
"2020-08-09","12",2,"GP064F",1,"07:06:25","07:11:28","        ","        ","07:16:38","07:06:00","07:14:32",NA,NA,-6349.5607,-6349.3697,4839.7584,4839.6159,-6349.543,-6349.369,4839.7466,4839.6159,79,3.39,225,4018,"model",0,NA,"Force ~ 2.2 kts"
"2020-08-09","12",3,"GP056F",1,"08:10:31","08:15:34","        ","        ","08:22:44","08:10:21","08:19:46",NA,NA,-6350.7547,-6350.8721,4837.2662,4837.1031,-6350.761,-6350.872,4837.2596,4837.1031,90,3.2,275,2556,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-09","12",4,"GP074F",1,"09:11:04","09:16:03","        ","        ","09:21:49","09:10:56","09:20:05",NA,NA,-6347.7138,-6347.6235,4836.4023,4836.2328,-6347.711,-6347.623,4836.398,4836.2328,76,2.67,225,2227,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-09","12",5,"GP083F",1,"10:29:14","10:34:18","        ","        ","10:38:51","10:28:58","10:36:48",NA,NA,-6337.0874,-6336.9558,4833.0587,4832.8936,-6337.081,-6336.955,4833.0528,4832.8936,64,2.37,200,1466,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-09","12",6,"GP078F",1,"12:04:13","12:09:17","        ","        ","12:16:21","12:04:12","12:13:23",NA,NA,-6330.4539,-6330.6466,4838.5049,4838.6255,-6330.457,-6330.646,4838.5063,4838.6255,87,3.54,250,2478,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-09","12",7,"GP107F",1,"13:13:55","13:18:58","        ","        ","13:24:59","13:13:46","13:23:01",NA,NA,-6328.7776,-6328.5876,4838.0613,4837.9253,-6328.771,-6328.587,4838.056,4837.9253,86,3.5,250,2778,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-09","12",8,"GP096F",1,"14:24:34","14:29:35","        ","        ","14:35:43","14:24:33","14:32:52",NA,NA,-6325.2701,-6325.221,4834.3761,4834.5522,-6325.27,-6325.221,4834.3785,4834.5522,72,2.14,225,2833,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-09","12",9,"GP112F",1,"15:52:14","15:57:16","        ","        ","16:02:13","15:52:16","16:00:13",NA,NA,-6324.5448,-6324.4413,4826.3915,4826.2271,-6324.544,-6324.439,4826.3917,4826.2247,64,2.26,200,3184,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-09","12",10,"GP103F",0,"16:44:56","16:49:57","        ","        ","16:53:40","        ","        ",NA,NA,NA,NA,NA,NA,-6324.093,-6324.065,4821.9132,4821.739,50,0.62,150,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-09","12",11,"GP103A1",1,"18:36:51","18:41:49","        ","        ","18:45:11","18:36:43","18:43:38",NA,NA,-6321.8592,-6321.815,4822.8755,4822.698,-6321.858,-6321.815,4822.8715,4822.698,51,0.58,150,3015,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-09","12",12,"GP089F",1,"19:45:43","19:50:43","        ","        ","19:54:20","19:45:39","19:52:40",NA,NA,-6331.1618,-6331.3736,4818.8672,4818.7599,-6331.164,-6331.373,4818.866,4818.7599,53,0.98,150,3523,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-10","12",1,"GP086F",0,"05:54:47","05:59:55","        ","        ","06:04:14","        ","        ",NA,NA,NA,NA,NA,NA,-6332.79,-6332.519,4823.6329,4823.641,59,0.9,175,NA,"",0,NA,"Casier dans le chalut - force ~ 2.2 kts"
"2020-08-10","12",2,"GP086A1",1,"07:03:03","07:08:06","        ","        ","07:12:07","07:03:04","07:10:42",NA,NA,-6337.0532,-6336.7752,4824.3797,4824.3936,-6337.05,-6336.775,4824.3809,4824.3936,59,1.17,175,3326,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-10","12",3,"GP073F",0,"08:06:47","08:11:47","        ","        ","08:15:15","        ","        ",NA,NA,NA,NA,NA,NA,-6341.277,-6341.004,4821.5385,4821.5201,49,0.66,150,NA,"",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-10","12",4,"GP073A1",1,"09:26:29","09:31:30","        ","        ","09:34:26","09:26:27","09:32:43",NA,NA,-6345.1881,-6345.3102,4819.2474,4819.0863,-6345.191,-6345.311,4819.244,4819.0845,45,0.7,125,2273,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-08-10","12",5,"GP065F",1,"11:02:20","11:07:22","        ","        ","11:13:57","11:02:11","11:11:21",NA,NA,-6344.7719,-6344.5394,4827.1902,4827.0967,-6344.762,-6344.535,4827.1877,4827.0959,80,2.71,250,2416,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-10","12",6,"GP059F",1,"12:10:31","12:15:33","        ","        ","12:18:42","12:10:33","12:16:58",NA,NA,-6353.2802,-6353.457,4824.754,4824.6238,-6353.282,-6353.457,4824.7546,4824.6238,53,1.33,150,2932,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-10","12",7,"GP058F",1,"13:01:51","13:06:51","        ","        ","13:11:28","13:01:49","13:10:05",NA,NA,-6350.9066,-6350.6475,4820.4712,4820.4346,-6350.905,-6350.647,4820.4711,4820.4346,59,1.72,175,1771,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-10","12",8,"GP029F",1,"14:23:36","14:28:40","        ","        ","14:30:34","14:23:35","14:29:24",NA,NA,-6400.9677,-6401.0021,4816.2124,4816.0253,-6400.971,-6401.002,4816.208,4816.0253,34,0.5,100,2917,"model",0,NA,"Force ~ 2.2 kts"
"2020-08-10","12",9,"GP037F",1,"15:08:04","15:13:05","        ","        ","15:15:56","15:08:00","15:14:57",NA,NA,-6403.9941,-6404.049,4813.9631,4813.7879,-6403.996,-6404.049,4813.9606,4813.7879,36,0.74,100,3298,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-10","12",10,"GP055F",0,"15:56:18","16:01:06","        ","        ","16:04:46","        ","        ",NA,NA,NA,NA,NA,NA,-6358.214,-6358.093,4810.5928,4810.4522,30,1.1,100,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-10","12",11,"GP055A1",1,"17:04:12","17:09:14","        ","        ","17:11:17","17:04:16","17:10:34",NA,NA,-6354.8665,-6354.7401,4810.6582,4810.5007,-6354.867,-6354.739,4810.6595,4810.4991,36,0.7,100,2873,"model",0,NA,"Force ~ 2.2 kts"
"2020-08-10","12",12,"GP071F",1,"17:55:45","18:00:46","        ","        ","18:04:16","17:55:41","18:02:38",NA,NA,-6349.5575,-6349.3868,4810.5315,4810.3955,-6349.555,-6349.386,4810.5298,4810.3955,49,0.58,150,3689,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-10","12",13,"GP043F",0,"19:28:22","19:33:23","        ","        ","19:34:53","        ","        ",NA,NA,NA,NA,NA,NA,-6403.917,-6404.131,4807.7914,4807.6674,23,2.94,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-11","12",1,"GP043A1",0,"05:53:43","05:58:44","        ","        ","06:00:52","        ","        ",NA,NA,NA,NA,NA,NA,-6359.613,-6359.575,4803.554,4803.7362,29,1.72,100,NA,"",0,NA,"Chalut brisé - accroche et force ~ 2.2 kts"
"2020-08-11","12",2,"GP043A2",0,"06:53:54","06:58:54","        ","        ","07:01:26","        ","        ",NA,NA,NA,NA,NA,NA,-6402.832,-6403.032,4802.4807,4802.3642,23,3.31,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-11","12",3,"GP043A3",0,"08:25:25","08:30:25","        ","        ","08:32:19","        ","        ",NA,NA,NA,NA,NA,NA,-6403.184,-6403.407,4808.5157,4808.4106,23,2.29,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-11","12",4,"GP053F",1,"10:03:22","10:08:25","        ","        ","10:11:19","10:03:10","10:10:06",NA,NA,-6356.3906,-6356.2867,4801.9961,4802.1713,-6356.386,-6356.286,4802.006,4802.1713,47,0.66,150,2100,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-11","12",5,"GP039F",1,"11:36:29","11:41:27","        ","        ","11:43:44","11:36:10","11:42:31",NA,NA,-6403.5783,-6403.4073,4756.3263,4756.4764,-6403.569,-6403.407,4756.3356,4756.4764,34,1.45,100,2955,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-11","12",6,"GP031F",0,"13:05:34","13:10:37","        ","        ","13:12:27","        ","        ",NA,NA,NA,NA,NA,NA,-6411.268,-6411.033,4751.422,4751.491,23,2.79,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-11","12",7,"GP031A1",1,"14:10:55","14:15:56","        ","        ","14:17:35","14:10:44","14:16:56",NA,NA,-6415.2376,-6414.9898,4749.1837,4749.2613,-6415.23,-6414.989,4749.1878,4749.2613,23,2.86,75,3004,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-11","12",8,"GP045F",1,"16:18:31","16:23:33","        ","        ","16:27:25","16:18:23","16:26:13",NA,NA,-6358.1463,-6357.9993,4756.2105,4756.3693,-6358.14,-6357.999,4756.2187,4756.3693,50,0.38,150,2077,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-11","12",9,"GP062F",1,"17:49:10","17:54:14","        ","        ","17:57:55","17:49:01","17:56:12",NA,NA,-6346.2775,-6346.1484,4759.4121,4759.572,-6346.271,-6346.148,4759.4185,4759.572,53,0.5,150,2515,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-11","12",10,"GP060F",1,"19:08:28","19:13:22","        ","        ","19:16:37","19:08:13","19:15:28",NA,NA,-6340.6194,-6340.6041,4803.3739,4803.5549,-6340.617,-6340.604,4803.3831,4803.5549,53,0.5,150,2086,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-11","12",11,"GP082F",0,"20:22:57","20:27:55","        ","        ","20:32:06","        ","        ",NA,NA,NA,NA,NA,NA,-6335.029,-6334.984,4806.8102,4806.9849,50,0.54,150,NA,"",0,NA,"Casier dans le chalut - force ~ 2.2 kts"
"2020-08-12","12",1,"GP082A1",1,"06:03:33","06:08:35","        ","        ","06:12:03","06:03:19","06:10:17",NA,NA,-6332.2535,-6332.093,4808.7972,4808.9477,-6332.242,-6332.091,4808.8069,4808.9499,50,0.54,150,3177,"average",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",2,"GP075F",1,"07:59:00","08:04:00","        ","        ","08:07:21","07:58:43","08:05:26",NA,NA,-6330.4714,-6330.2938,4811.8521,4811.9937,-6330.462,-6330.293,4811.8603,4811.9937,52,0.62,150,3919,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",3,"GP101F",1,"09:15:30","09:20:28","        ","        ","09:24:20","09:15:09","09:22:16",NA,NA,-6324.0332,-6323.8962,4808.0882,4808.2668,-6324.016,-6323.896,4808.1097,4808.2668,43,0.42,125,1335,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",4,"GP114F",1,"10:15:48","10:20:50","        ","        ","10:24:19","10:15:41","10:22:23",NA,NA,-6318.7456,-6318.6134,4812.7088,4812.8679,-6318.741,-6318.613,4812.7118,4812.8679,51,0.42,150,3774,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",5,"GP126F",1,"11:55:12","12:00:12","        ","        ","12:02:41","11:54:57","12:01:24",NA,NA,-6312.4686,-6312.3378,4808.9998,4809.1633,-6312.461,-6312.337,4809.0078,4809.1633,40,0.46,125,2961,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",6,"GP118F",1,"13:04:46","13:09:44","        ","        ","13:12:58","13:04:44","13:10:53",NA,NA,-6315.8047,-6315.7099,4804.2871,4804.4557,-6315.803,-6315.709,4804.2883,4804.4557,42,0.38,125,3572,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",7,"GP100F",1,"14:40:44","14:45:44","        ","        ","14:48:35","14:40:43","14:46:57",NA,NA,-6324.9916,-6324.891,4758.5343,4758.6978,-6324.991,-6324.89,4758.5348,4758.6993,42,0.46,125,3522,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",8,"GP087F",1,"15:46:33","15:51:33","        ","        ","15:54:46","15:46:22","15:53:01",NA,NA,-6331.8857,-6331.7958,4758.794,4758.9684,-6331.881,-6331.795,4758.7993,4758.9684,41,0.38,125,3394,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",9,"GP092F",0,"17:27:30","17:32:28","        ","        ","17:34:32","        ","        ",NA,NA,NA,NA,NA,NA,-6338.465,-6338.302,4751.3217,4751.4563,33,0.42,100,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-12","12",10,"GP092A1",1,"18:26:09","18:31:09","        ","        ","18:33:19","18:26:05","18:32:54",NA,NA,-6332.4906,-6332.3725,4749.7772,4749.9322,-6332.489,-6332.372,4749.7793,4749.9322,37,0.34,100,3096,"average",0,NA,"Stable ~ 2.2 kts"
"2020-08-12","12",11,"GP069F",1,"19:50:37","19:55:37","        ","        ","19:57:45","19:50:29","19:56:54",NA,NA,-6342.5634,-6342.5136,4754.2229,4754.4035,-6342.561,-6342.513,4754.2273,4754.4035,37,0.38,100,3085,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-13","12",1,"GP051F",1,"05:56:46","06:01:47","        ","        ","06:05:01","05:56:47","06:04:12",NA,NA,-6352.4365,-6352.4366,4749.1092,4749.2839,-6352.436,-6352.436,4749.1088,4749.2839,47,0.42,150,1864,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-13","12",2,"GP052F",1,"06:52:23","06:57:23","        ","        ","07:00:35","06:52:25","07:00:04",NA,NA,-6352.7547,-6352.6557,4745.4778,4745.3125,-6352.755,-6352.655,4745.4788,4745.3125,40,0.38,125,2215,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-13","12",3,"GP047F",0,"08:01:07","08:06:06","        ","        ","08:08:09","        ","        ",NA,NA,NA,NA,NA,NA,-6354.104,-6354.067,4740.2602,4740.438,32,0.7,100,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-13","12",4,"GP047A1",1,"09:02:51","09:07:50","        ","        ","09:10:05","09:02:39","09:08:51",NA,NA,-6354.2169,-6354.126,4736.3899,4736.5657,-6354.214,-6354.126,4736.3976,4736.5657,30,0.94,100,3134,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-13","12",5,"GP070F",0,"10:15:47","10:20:46","        ","        ","10:23:06","        ","        ",NA,NA,NA,NA,NA,NA,-6343.592,-6343.32,4739.5887,4739.6156,37,0.46,100,NA,"",0,NA,"Chalut déchiré (aile et belly) - accroche et force ~ 2.2 kts"
"2020-08-13","12",6,"GP070A1",1,"11:46:16","11:51:17","        ","        ","11:53:45","11:45:54","11:52:29",NA,NA,-6344.7407,-6344.55,4735.0742,4734.9316,-6344.727,-6344.55,4735.0641,4734.9316,33,0.42,100,2897,"average",0,NA,"Stable ~ 2.2 kts"
"2020-08-13","12",7,"GP093F",1,"13:01:14","13:06:14","        ","        ","13:09:01","13:01:13","13:07:29",NA,NA,-6336.8674,-6336.787,4738.7547,4738.5788,-6336.867,-6336.787,4738.7541,4738.5788,39,0.38,125,3008,"average",0,NA,"Accrochages ~ 2.1 kts"
"2020-08-13","12",8,"GP063F",1,"14:14:10","14:19:10","        ","        ","14:22:19","14:13:53","14:20:59",NA,NA,-6340.2516,-6340.1359,4743.7018,4743.5283,-6340.24,-6340.134,4743.6864,4743.5229,39,0.38,125,3512,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-13","12",9,"GP095F",1,"15:34:11","15:39:07","        ","        ","15:41:46","15:33:49","15:40:32",NA,NA,-6329.8082,-6329.7058,4746.5395,4746.3688,-6329.801,-6329.705,4746.5273,4746.3688,42,0.34,125,3502,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-13","12",10,"GP111F",1,"16:59:31","17:04:33","        ","        ","17:07:31","16:59:27","17:06:03",NA,NA,NA,-6319.2965,NA,4748.2466,-6319.089,-6319.296,4748.3221,4748.2466,44,0.3,125,3537,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-13","12",11,"GP110F",1,"18:01:32","18:06:33","        ","        ","18:09:19","18:01:28","18:08:28",NA,NA,-6320.3674,-6320.6023,4750.1146,4750.0325,-6320.37,-6320.602,4750.1134,4750.0325,42,0.38,125,3151,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-13","12",12,"GP129F",1,"19:15:59","19:20:59","        ","        ","19:23:18","19:16:04","19:21:58",NA,NA,-6311.3631,-6311.2021,4755.5001,4755.6385,-6311.366,-6311.202,4755.4981,4755.6385,35,0.3,100,2118,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-14","12",1,"GP281F",1,"05:53:58","05:58:57","        ","        ","06:00:58","05:53:46","06:00:05",NA,NA,-6144.5906,-6144.456,4753.9696,4753.8104,-6144.586,-6144.456,4753.9643,4753.8104,32,0.42,100,2444,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-14","12",2,"GP258F",1,"07:12:48","07:17:47","        ","        ","07:19:48","07:12:44","07:19:00",NA,NA,-6154.4843,-6154.4534,4752.137,4751.9579,-6154.484,-6154.453,4752.1339,4751.9579,30,0.5,100,2465,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",3,"GP247F",1,"08:01:54","08:06:56","        ","        ","08:08:39","08:02:21","08:07:20",NA,NA,-6159.0417,-6159.0255,4752.2274,4752.0649,-6159.042,-6159.025,4752.2442,4752.0649,30,0.54,100,2109,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",4,"GP223F",1,"09:28:24","09:33:25","        ","        ","09:35:37","09:28:13","09:34:27",NA,NA,-6211.0955,-6211.1285,4750.4977,4750.3144,-6211.098,-6211.128,4750.4913,4750.3144,32,0.5,100,2494,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-14","12",5,"GP209F",1,"11:12:08","11:17:09","        ","        ","11:19:42","11:11:45","11:18:27",NA,NA,-6225.8014,-6225.9924,4754.539,4754.3956,-6225.814,-6225.992,4754.5291,4754.3956,40,0.46,125,2618,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",6,"GP204F",1,"12:09:23","12:14:22","        ","        ","12:16:49","12:09:52","12:15:11",NA,NA,-6230.2477,-6230.436,4757.2458,4757.1461,-6230.226,-6230.436,4757.2561,4757.1461,35,0.22,100,2249,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",7,"GP193F",1,"13:00:24","13:05:25","        ","        ","13:08:00","13:00:34","13:06:00",NA,NA,-6234.8764,-6235.0915,4754.9483,4754.8522,-6234.869,-6235.091,4754.9517,4754.8522,35,0.34,100,2358,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",8,"GP183F",1,"14:26:49","14:31:49","        ","        ","14:35:39","14:26:26","14:33:15",NA,NA,-6240.3265,-6240.5563,4801.6272,4801.5267,-6240.342,-6240.556,4801.6191,4801.5267,47,0.7,150,3589,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",9,"GP172F",1,"15:33:58","15:38:58","        ","        ","15:41:38","15:34:05","15:39:39",NA,NA,-6248.5079,-6248.717,4802.0233,4801.9207,-6248.503,-6248.717,4802.0264,4801.9207,45,0.18,125,3018,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",10,"GP157F",1,"16:36:23","16:41:22","        ","        ","16:43:16","16:36:11","16:42:01",NA,NA,-6254.7721,-6255.0137,4804.5295,4804.4453,-6254.78,-6255.013,4804.5258,4804.4453,36,0.18,100,2603,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",11,"GP143F",1,"17:57:57","18:02:57","        ","        ","18:05:06","17:57:49","18:04:15",NA,NA,-6305.4963,-6305.7385,4802.9404,4802.8616,-6305.502,-6305.738,4802.9381,4802.8616,32,0.5,100,2752,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-14","12",12,"GP144F",1,"19:02:57","19:07:55","        ","        ","19:10:19","19:02:31","19:09:07",NA,NA,-6303.4183,-6303.48,4756.3299,4756.1427,-6303.424,-6303.48,4756.3157,4756.1427,34,0.3,100,2944,"average",0,NA,"Force ~ 2.2 kts"
"2020-08-14","12",13,"GP136F",1,"19:55:04","20:00:05","        ","        ","20:03:05","19:54:27","20:01:24",NA,NA,-6307.6696,-6307.8642,4753.1553,4752.9992,-6307.691,-6307.864,4753.137,4752.9992,38,0.26,125,2709,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-15","12",1,"GP135F",1,"05:59:21","06:04:21","        ","        ","06:07:07","05:59:27","06:05:25",NA,NA,-6308.4406,-6308.6718,4748.7266,4748.6617,-6308.435,-6308.674,4748.728,4748.6614,40,0.3,125,3123,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-15","12",2,"GP145F",1,"07:06:45","07:11:44","        ","        ","07:14:33","07:06:46","07:13:08",NA,NA,-6303.422,-6303.6506,4747.0047,4746.9267,-6303.421,-6303.65,4747.0051,4746.9267,41,0.3,125,3049,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-15","12",3,"GP131F",1,"08:02:11","08:07:11","        ","        ","08:10:06","08:01:59","08:08:26",NA,NA,-6309.9058,-6310.1725,4745.9685,4745.9487,-6309.917,-6310.172,4745.9667,4745.9487,40,0.26,125,3346,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-15","12",4,"GP137F",1,"09:14:42","09:19:42","        ","        ","09:22:11","09:14:48","09:20:19",NA,NA,-6307.7655,-6307.9984,4740.7603,4740.6894,-6307.76,-6307.998,4740.7621,4740.6894,37,0.26,100,2845,"model",0,NA,"Variable 2 a 2.4 noeuds"
"2020-08-15","12",5,"GP132F",1,"10:14:25","10:19:26","        ","        ","10:21:32","10:15:00","10:20:04",NA,NA,-6310.2996,-6310.484,4734.9373,4734.8462,-6310.278,-6310.484,4734.9509,4734.8462,36,0.22,100,2160,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-15","12",6,"GP119F",1,"11:27:37","11:32:38","        ","        ","11:36:09","11:27:09","11:35:11",NA,NA,-6315.7962,-6316.0546,4736.5688,4736.5018,-6315.817,-6316.054,4736.5621,4736.5018,47,0.38,150,2724,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-15","12",7,"GP102F",1,"12:23:11","12:28:12","        ","        ","12:31:08","12:23:44","12:29:47",NA,NA,-6323.6756,-6323.9048,4737.2236,4737.2018,-6323.646,-6323.904,4737.2267,4737.2018,44,0.38,125,2882,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-15","12",8,"GP108F",1,"14:18:01","14:23:01","        ","        ","14:26:05","14:18:00","14:24:21",NA,NA,-6321.2324,-6321.416,4733.7538,4733.6311,-6321.233,-6321.416,4733.7534,4733.6311,41,0.38,125,3681,"model",0,NA,"Stable ~ 2.2 kts"
